transcript_id	position	strand	alignedTo	same_classification?	source	score	z_score	winner	GenomeStart	PredictionStart	GenomeEnd	PredictionEnd
antisense_225	493769	-		OTH Found	CNIT	-0.416	-0.778	RNA	492881.0	493076.0	493769.0	493168.0
antisense_226	495068	-	CP037747.1 (398530-397651)	False	QRNA	20.29	0.176	COD	494188.0	494216.0	495067.0	495067.0
antisense_227	499532	-	HG326877.1 (1488658-1489539)	True	QRNA	20.438	1.067	RNA	498645.0	498645.0	499532.0	499532.0
antisense_228	500130	-		OTH Found	CNIT	-0.502	0.132	RNA	499532.0	499896.0	500130.0	499916.0
antisense_229	501520	-		OTH Found	CNIT	-0.475	-0.156	RNA	500632.0	500845.0	501520.0	500886.0
antisense_230	504453	-		OTH Found	CNIT	-0.476	-0.149	RNA	503565.0	503899.0	504453.0	503934.0
antisense_231	506645	-	CP007766.1 (844613-845495)	True	QRNA	11.243	0.04	RNA	505760.0	505786.0	506645.0	506645.0
antisense_232	506802	-	CP053844.1 (1259572-1259722)	False	QRNA	8.004	-0.382	COD	506646.0	506696.0	506796.0	506776.0
antisense_233	509713	-		OTH Found	CNIT	-0.48	-0.102	RNA	508825.0	508893.0	509713.0	508964.0
antisense_234	514281	-	LS483295.1 (541239-540352)	True	QRNA	23.085	1.362	RNA	513394.0	513394.0	514281.0	514281.0
antisense_235	514707	-		OTH Found	CNIT	-0.523	0.353	RNA	514281.0	514669.0	514707.0	514692.0
antisense_236	518232	+	CP076657.1 (885641-886276)	True	QRNA	13.323	0.272	RNA	518232.0	518232.0	518866.0	518866.0
antisense_237	520503	-	CP011777.1 (801173-800241)	True	QRNA	3.988	-0.771	RNA	519616.0	519616.0	520503.0	520503.0
antisense_238	520836	-		OTH Found	CNIT	-0.492	0.024	RNA	520503.0	520568.0	520836.0	520594.0
antisense_239	521349	+		OTH Found	CNIT	-0.507	0.183	RNA	521349.0	521558.0	521736.0	521587.0
antisense_240	521736	+	CP065357.1 (872088-871424)	True	QRNA	12.956	0.231	RNA	521737.0	521737.0	522419.0	522419.0
antisense_242	523998	-		OTH Found	CNIT	-0.49	-0.003	RNA	523110.0	523540.0	523998.0	523623.0
antisense_243	525078	-	CP012216.1 (911254-910366)	True	QRNA	22.845	1.336	RNA	524191.0	524191.0	525078.0	525078.0
antisense_244	530840	-		OTH Found	CNIT	-0.432	-0.611	RNA	530187.0	530506.0	530840.0	530559.0
antisense_245	534370	-		OTH Found	CNIT	-0.497	0.075	RNA	533482.0	534057.0	534370.0	534074.0
antisense_246	545657	-	CP076657.1 (828480-829352)	True	QRNA	21.34	1.168	RNA	544772.0	544772.0	545656.0	545656.0
antisense_247	547563	+		OTH Found	CNIT	-0.499	0.098	RNA	547563.0	547711.0	547747.0	547740.0
antisense_248	547747	+	CP065357.1 (740981-740156)	True	QRNA	14.355	0.387	RNA	547748.0	547748.0	548550.0	548550.0
antisense_249	548551	+	CP076657.1 (572140-571373)	True	QRNA	13.123	0.25	RNA	548551.0	548551.0	549332.0	549332.0
antisense_250	556087	+		OTH Found	CNIT	-0.592	1.078	RNA	556087.0	556147.0	556187.0	556176.0
antisense_251	556187	+	CP085963.1 (1285479-1285516)	False	QRNA	6.943	-0.43	COD	556188.0	556190.0	556225.0	556222.0
antisense_252	556238	+	CP059373.1 (893878-893084)	False	QRNA	5.431	-0.499	COD	556241.0	556241.0	557035.0	557034.0
antisense_253	557037	+		OTH Found	CNIT	-0.517	0.282	RNA	557037.0	557445.0	557670.0	557492.0
antisense_254	557670	+	CP063536.1 (501635-502521)	True	QRNA	10.567	-0.036	RNA	557670.0	557670.0	558556.0	558556.0
antisense_255	559809	-	CP041617.1 (1368139-1367608)	False	QRNA	25.385	0.407	COD	559275.0	559358.0	559807.0	559773.0
antisense_256	565186	-		OTH Found	CNIT	-0.495	0.055	RNA	564298.0	564402.0	565186.0	564452.0
antisense_257	565658	-	CP059597.1 (369541-369071)	True	QRNA	8.319	-0.287	RNA	565187.0	565187.0	565657.0	565657.0
antisense_258	565912	+	CP059597.1 (369968-370845)	True	QRNA	26.786	1.776	RNA	565922.0	565922.0	566799.0	566799.0
antisense_259	569360	+		OTH Found	CNIT	-0.646	1.645	RNA	569360.0	569400.0	569600.0	569435.0
antisense_260	569600	+	LR134534.1 (977129-976750)	True	QRNA	9.936	-0.106	RNA	569607.0	569607.0	569990.0	569990.0
antisense_261	573732	-	CP022347.1 (937024-937909)	False	QRNA	24.876	0.384	COD	572847.0	572849.0	573732.0	573681.0
antisense_262	574833	-	CP007770.1 (811172-812060)	True	QRNA	26.866	1.785	RNA	573946.0	574192.0	574833.0	574833.0
antisense_263	578658	-		OTH Found	CNIT	-0.496	0.065	RNA	577770.0	578490.0	578658.0	578534.0
antisense_264	579122	-		OTH Found	CNIT	-0.477	-0.135	RNA	578658.0	578898.0	579122.0	578933.0
antisense_265	579605	-		OTH Found	CNIT	-0.569	0.83	RNA	579122.0	579580.0	579605.0	579603.0
antisense_266	580340	-		OTH Found	CNIT	-0.492	0.026	RNA	579605.0	579624.0	580340.0	579656.0
antisense_267	580708	-		OTH Found	CNIT	-0.618	1.352	RNA	580340.0	580533.0	580708.0	580571.0
antisense_268	584401	-		OTH Found	CNIT	-0.54	0.526	RNA	583513.0	583526.0	584401.0	583558.0
antisense_269	592582	-		OTH Found	CNIT	-0.489	-0.013	RNA	591694.0	592347.0	592582.0	592427.0
antisense_270	593784	+		OTH Found	CNIT	0.621	0.507	COD	593784.0	594421.0	594672.0	594606.0
antisense_271	597064	-	CP076657.1 (849054-849933)	True	QRNA	24.973	1.573	RNA	596179.0	596179.0	597064.0	597064.0
antisense_272	597357	-	CP022347.1 (995503-995795)	False	QRNA	9.787	-0.301	COD	597065.0	597126.0	597357.0	597350.0
antisense_274	598618	-	CP076657.1 (847502-848375)	True	QRNA	19.151	0.923	RNA	597741.0	597741.0	598618.0	598618.0
antisense_275	601353	-	OU701459.1 (834882-835746)	False	QRNA	5.792	-0.482	COD	600486.0	600509.0	601353.0	601353.0
antisense_276	601582	-	CP041617.1 (767601-767375)	False	QRNA	1.03	-0.698	COD	601355.0	601528.0	601581.0	601575.0
antisense_277	602369	-		OTH Found	CNIT	-0.388	-1.074	RNA	601582.0	602305.0	602369.0	602358.0
antisense_278	607100	+		OTH Found	CNIT	-0.433	-0.601	RNA	607100.0	607554.0	607988.0	607628.0
antisense_279	609784	+	CP063091.1 (1776240-1776743)	False	QRNA	13.509	-0.132	COD	609788.0	609908.0	610292.0	610221.0
antisense_280	610353	+		OTH Found	CNIT	-0.607	1.233	RNA	610353.0	610698.0	610784.0	610733.0
antisense_281	610784	+		OTH Found	CNIT	-0.474	-0.17	RNA	610784.0	610873.0	611672.0	610983.0
antisense_282	612310	+		OTH Found	CNIT	-0.624	1.414	RNA	612310.0	612984.0	613037.0	613022.0
antisense_283	613037	+	CP047484.1 (577638-577699)	False	QRNA	3.254	-0.597	COD	613037.0	613041.0	613098.0	613091.0
antisense_284	613099	+		OTH Found	CNIT	-0.65	1.683	RNA	613099.0	613148.0	613186.0	613162.0
antisense_285	613186	+		OTH Found	CNIT	-0.717	2.4	RNA	613186.0	613278.0	613365.0	613298.0
antisense_286	613365	+		OTH Found	CNIT	-0.879	4.099	RNA	613365.0	613367.0	613418.0	613381.0
antisense_287	613418	+	CP063536.1 (556451-557326)	True	QRNA	48.387	4.189	RNA	613430.0	613430.0	614305.0	614305.0
antisense_288	617681	+		OTH Found	CNIT	-0.432	-0.613	RNA	617681.0	617969.0	618496.0	618019.0
antisense_289	618745	-		OTH Found	CNIT	-0.52	0.314	RNA	618374.0	618410.0	618745.0	618448.0
antisense_290	622236	-		OTH Found	CNIT	0.576	-0.894	COD	621348.0	621686.0	622236.0	621796.0
antisense_291	622528	-		OTH Found	CNIT	-0.399	-0.955	RNA	622236.0	622436.0	622528.0	622519.0
antisense_292	622587	-		OTH Found	CNIT	-0.628	1.453	RNA	622528.0	622545.0	622587.0	622556.0
antisense_293	623006	-	CP047482.1 (1320692-1320279)	True	QRNA	15.399	0.504	RNA	622588.0	622588.0	623006.0	623006.0
antisense_294	626483	-		OTH Found	CNIT	0.644	1.203	COD	625595.0	626140.0	626483.0	626346.0
antisense_295	626603	-	CP059597.1 (420076-419957)	False	QRNA	2.296	-0.641	COD	626484.0	626489.0	626603.0	626599.0
antisense_296	628648	-	CP059597.1 (422121-421243)	True	QRNA	8.586	-0.257	RNA	627771.0	627771.0	628646.0	628646.0
antisense_297	631051	+		OTH Found	CNIT	-0.509	0.203	RNA	631051.0	631284.0	631407.0	631346.0
antisense_299	633431	-	CP059366.1 (128812-127951)	True	QRNA	14.303	0.382	RNA	632570.0	632570.0	633431.0	633431.0
antisense_300	634237	+		OTH Found	CNIT	-0.641	1.596	RNA	634237.0	634250.0	634341.0	634261.0
antisense_301	634341	+		OTH Found	CNIT	-0.711	2.333	RNA	634341.0	634366.0	634412.0	634392.0
antisense_302	634412	+		OTH Found	CNIT	-0.527	0.396	RNA	634412.0	634477.0	635121.0	634506.0
antisense_303	635121	+		OTH Found	CNIT	-0.478	-0.123	RNA	635121.0	635260.0	635628.0	635292.0
antisense_304	637080	+		OTH Found	CNIT	-0.536	0.485	RNA	637080.0	637123.0	637186.0	637140.0
antisense_305	637186	+	CP076657.1 (661351-660979)	False	QRNA	27.717	0.513	COD	637188.0	637206.0	637560.0	637511.0
antisense_306	639871	-		OTH Found	CNIT	-0.417	-0.767	RNA	638983.0	639486.0	639871.0	639584.0
antisense_307	643625	+		OTH Found	CNIT	-0.567	0.814	RNA	643625.0	643801.0	644263.0	643875.0
antisense_308	645230	+	CP059375.1 (1213322-1214208)	True	QRNA	18.529	0.854	RNA	645231.0	645231.0	646117.0	646117.0
antisense_309	648087	-		OTH Found	CNIT	-0.549	0.624	RNA	647199.0	647505.0	648087.0	647522.0
antisense_310	656053	-	CP063083.1 (863552-864423)	False	QRNA	21.281	0.221	COD	655182.0	655190.0	656053.0	656025.0
antisense_311	657528	-		OTH Found	CNIT	-0.429	-0.642	RNA	656640.0	656713.0	657528.0	656757.0
antisense_312	662963	-	CP076657.1 (586125-585241)	True	QRNA	33.259	2.499	RNA	662077.0	662077.0	662963.0	662963.0
antisense_313	664227	-	CP059597.1 (455565-454675)	True	QRNA	24.262	1.494	RNA	663340.0	663340.0	664227.0	664227.0
antisense_314	666445	-		OTH Found	CNIT	-0.429	-0.638	RNA	665557.0	665614.0	666445.0	665724.0
antisense_315	669516	-	CP022347.1 (254292-255177)	False	QRNA	24.408	0.363	COD	668631.0	668789.0	669516.0	669454.0
antisense_316	672776	+	CP059597.1 (464075-464978)	True	QRNA	20.753	1.102	RNA	672776.0	672776.0	673659.0	673659.0
antisense_317	673786	+	CP020867.1 (932980-932347)	True	QRNA	12.366	0.165	RNA	673786.0	673786.0	674419.0	674419.0
antisense_318	674420	+		OTH Found	CNIT	-0.523	0.352	RNA	674420.0	674538.0	675308.0	674564.0
antisense_319	677832	-	CP022347.1 (1358051-1358737)	True	QRNA	10.011	-0.098	RNA	677146.0	677146.0	677832.0	677832.0
antisense_320	679543	-		OTH Found	CNIT	-0.497	0.077	RNA	678655.0	678960.0	679543.0	679010.0
antisense_321	682619	-	CP022347.1 (1355310-1356190)	True	QRNA	4.191	-0.748	RNA	681732.0	681732.0	682613.0	682613.0
antisense_322	685162	-	OU532558.1 (725129-724435)	True	QRNA	36.417	2.852	RNA	684441.0	684441.0	685162.0	685162.0
antisense_323	686297	-	CP012224.1 (637572-636687)	True	QRNA	28.21	1.935	RNA	685410.0	685410.0	686297.0	686297.0
antisense_324	687074	-	CP066243.1 (169939-170691)	True	QRNA	16.915	0.673	RNA	686298.0	686298.0	687074.0	687074.0
antisense_325	689648	-	CP010506.1 (559264-558362)	True	QRNA	12.34	0.162	RNA	688761.0	688761.0	689648.0	689648.0
antisense_326	690394	-		OTH Found	CNIT	-0.494	0.04	RNA	689648.0	689778.0	690394.0	689819.0
antisense_327	691079	-		OTH Found	CNIT	-0.442	-0.503	RNA	690394.0	690495.0	691079.0	690557.0
antisense_328	691566	-		OTH Found	CNIT	-0.517	0.289	RNA	691079.0	691114.0	691566.0	691152.0
orphan_9	692545	+	CP025281.1 (382221-382607)	True	QRNA	15.433	0.508	RNA	692545.0	692545.0	692912.0	692912.0
antisense_329	693994	-		OTH Found	CNIT	-0.324	-1.754	RNA	693106.0	693383.0	693994.0	693652.0
orphan_10	694861	+	CP076657.1 (592679-593090)	True	QRNA	11.144	0.029	RNA	694868.0	694868.0	695270.0	695270.0
orphan_11	695093	-	AB644401.1 (649-1)	True	QRNA	15.994	0.57	RNA	694390.0	694390.0	695093.0	695093.0
antisense_330	703347	-	CP018791.1 (919486-920373)	False	QRNA	6.834	-0.435	COD	702460.0	702567.0	703347.0	703130.0
antisense_331	704054	-		OTH Found	CNIT	-0.502	0.122	RNA	703347.0	703654.0	704054.0	703704.0
antisense_332	705809	-		OTH Found	CNIT	-0.555	0.686	RNA	704921.0	704947.0	705809.0	704985.0
antisense_333	706382	-		OTH Found	CNIT	-0.544	0.567	RNA	705809.0	706211.0	706382.0	706228.0
antisense_334	707621	-	CP048760.1 (692133-691249)	True	QRNA	13.846	0.331	RNA	706736.0	706736.0	707621.0	707621.0
antisense_335	707912	-		OTH Found	CNIT	-0.576	0.908	RNA	707621.0	707854.0	707912.0	707865.0
antisense_336	710010	-		OTH Found	CNIT	-0.388	-1.075	RNA	709122.0	709365.0	710010.0	709493.0
antisense_337	712960	+	CP037747.1 (88756-87884)	False	QRNA	19.761	0.152	COD	712961.0	713000.0	713833.0	713668.0
antisense_338	715525	+	CP059439.1 (978823-977936)	True	QRNA	15.274	0.49	RNA	715525.0	715525.0	716412.0	716412.0
antisense_339	717039	+		OTH Found	CNIT	-0.527	0.391	RNA	717039.0	717696.0	717927.0	717737.0
antisense_341	720944	+	CP041617.1 (382512-383391)	True	QRNA	11.503	0.069	RNA	720946.0	720946.0	721831.0	721831.0
antisense_343	721959	+		OTH Found	CNIT	-0.405	-0.894	RNA	721959.0	722635.0	722847.0	722679.0
antisense_344	723975	+		OTH Found	CNIT	-0.469	-0.22	RNA	723975.0	723991.0	724270.0	724071.0
antisense_345	724270	+	CP063091.1 (1480069-1479250)	False	QRNA	4.478	-0.542	COD	724270.0	724270.0	725091.0	724746.0
antisense_346	725093	+		OTH Found	CNIT	-0.538	0.51	RNA	725093.0	725255.0	725732.0	725290.0
antisense_347	725732	+		OTH Found	CNIT	-0.49	0.0	RNA	725732.0	726075.0	726332.0	726134.0
antisense_348	726332	+		OTH Found	CNIT	-0.477	-0.138	RNA	726332.0	726731.0	727220.0	726775.0
antisense_349	728280	+	CP000768.1 (1081436-1081121)	True	QRNA	11.485	0.067	RNA	728280.0	728280.0	728602.0	728602.0
antisense_350	729495	-	CP059366.1 (490704-491564)	True	QRNA	10.163	-0.081	RNA	728638.0	728638.0	729495.0	729495.0
antisense_351	729889	-	CP007772.1 (809934-809543)	False	QRNA	14.795	-0.074	COD	729496.0	729597.0	729887.0	729881.0
antisense_352	730685	-		OTH Found	CNIT	-0.483	-0.071	RNA	729889.0	729962.0	730685.0	729991.0
antisense_353	732524	-		OTH Found	CNIT	0.583	-0.665	COD	731636.0	732332.0	732524.0	732514.0
antisense_354	736576	-	CP076657.1 (816553-817442)	True	QRNA	10.228	-0.074	RNA	735690.0	735690.0	736576.0	736576.0
antisense_355	738065	-	CP059373.1 (740575-741459)	True	QRNA	20.277	1.049	RNA	737178.0	737178.0	738065.0	737961.0
antisense_356	742935	-	CP092025.1 (848005-847622)	True	QRNA	18.128	0.809	RNA	742560.0	742560.0	742935.0	742935.0
antisense_357	743367	-		OTH Found	CNIT	-0.593	1.09	RNA	742935.0	743284.0	743367.0	743310.0
antisense_358	744068	-		OTH Found	CNIT	-0.471	-0.201	RNA	743367.0	743911.0	744068.0	743958.0
antisense_359	744274	-		OTH Found	CNIT	-0.544	0.57	RNA	744068.0	744168.0	744274.0	744215.0
antisense_360	744471	-		OTH Found	CNIT	-0.62	1.372	RNA	744274.0	744276.0	744471.0	744317.0
antisense_361	744542	-		OTH Found	CNIT	-0.614	1.305	RNA	744471.0	744518.0	744542.0	744532.0
antisense_362	744623	-		OTH Found	CNIT	-0.51	0.212	RNA	744542.0	744602.0	744623.0	744619.0
antisense_363	745128	-		OTH Found	CNIT	-0.486	-0.041	RNA	744623.0	744971.0	745128.0	744997.0
antisense_364	745295	-		OTH Found	CNIT	-0.654	1.734	RNA	745128.0	745235.0	745295.0	745246.0
antisense_365	745776	-	LR134534.1 (720360-719877)	True	QRNA	2.297	-0.959	RNA	745296.0	745296.0	745776.0	745573.0
antisense_366	747743	+		OTH Found	CNIT	-0.556	0.701	RNA	747743.0	747981.0	748270.0	747995.0
antisense_367	748270	+	CP076657.1 (665979-666644)	True	QRNA	30.772	2.221	RNA	748270.0	748292.0	748936.0	748936.0
antisense_368	748989	+	CP063083.1 (387930-388785)	False	QRNA	4.874	-0.524	COD	748989.0	748989.0	749843.0	749792.0
antisense_369	758425	-		OTH Found	CNIT	-0.518	0.295	RNA	757537.0	758030.0	758425.0	758053.0
antisense_370	765957	-		OTH Found	CNIT	-0.459	-0.331	RNA	765069.0	765152.0	765957.0	765187.0
antisense_371	768106	+		OTH Found	CNIT	-0.42	-0.734	RNA	768106.0	768255.0	768470.0	768332.0
antisense_372	770152	-		OTH Found	CNIT	-0.459	-0.322	RNA	769264.0	770024.0	770152.0	770137.0
antisense_373	770944	-	CP020867.1 (813551-812762)	True	QRNA	18.442	0.844	RNA	770154.0	770154.0	770943.0	770943.0
antisense_374	772357	-	CP020478.1 (913558-914390)	False	QRNA	29.071	0.574	COD	771528.0	771557.0	772347.0	772347.0
antisense_375	772986	-		OTH Found	CNIT	-0.65	1.692	RNA	772357.0	772860.0	772986.0	772886.0
antisense_376	774546	-		OTH Found	CNIT	-0.446	-0.466	RNA	773658.0	774114.0	774546.0	774161.0
antisense_377	774783	+	CP022347.1 (466307-467194)	True	QRNA	50.945	1.567	COD	774783.0	774783.0	775670.0	775670.0
antisense_379	777826	+		OTH Found	CNIT	-0.455	-0.373	RNA	777826.0	778138.0	778245.0	778221.0
antisense_380	778245	+		OTH Found	CNIT	0.637	0.983	COD	778245.0	778333.0	779133.0	778716.0
antisense_381	781185	+		OTH Found	CNIT	-0.399	-0.961	RNA	781185.0	781987.0	782073.0	782037.0
antisense_382	782483	+	CP049075.1 (1185801-1186494)	False	QRNA	75.586	2.685	COD	782483.0	782487.0	783176.0	783164.0
antisense_383	785376	+	CP059597.1 (619204-620081)	True	QRNA	9.477	-0.157	RNA	785376.0	785376.0	786263.0	786263.0
antisense_384	786269	+		OTH Found	CNIT	-0.592	1.078	RNA	786269.0	786274.0	786476.0	786297.0
antisense_385	786476	+		OTH Found	CNIT	-0.766	2.91	RNA	786476.0	786564.0	786611.0	786602.0
antisense_386	786611	+		OTH Found	CNIT	-0.583	0.98	RNA	786611.0	786884.0	787499.0	786952.0
antisense_387	791389	+		OTH Found	CNIT	-0.507	0.182	RNA	791389.0	791402.0	791932.0	791437.0
antisense_388	791932	+	CP082871.1 (26515-25638)	False	QRNA	3.762	-0.574	COD	791934.0	792099.0	792811.0	792797.0
antisense_389	794239	-		OTH Found	CNIT	-0.539	0.517	RNA	793351.0	793617.0	794239.0	793655.0
antisense_390	795285	+		OTH Found	CNIT	-0.527	0.392	RNA	795285.0	795637.0	796078.0	795720.0
antisense_391	796078	+		OTH Found	CNIT	-0.629	1.469	RNA	796078.0	796137.0	796329.0	796166.0
antisense_392	796329	+	HG326877.1 (1212492-1212140)	False	QRNA	5.324	-0.504	COD	796330.0	796420.0	796682.0	796665.0
antisense_393	796683	+		OTH Found	CNIT	-0.563	0.767	RNA	796683.0	796758.0	797178.0	796781.0
antisense_395	797178	+	CP059597.1 (630840-631718)	True	QRNA	15.871	0.557	RNA	797182.0	797182.0	798060.0	798060.0
antisense_396	807733	+		OTH Found	CNIT	-0.471	-0.204	RNA	807733.0	808117.0	808291.0	808164.0
antisense_397	808291	+	CP011777.1 (1114329-1114265)	False	QRNA	0.039	-0.743	COD	808291.0	808311.0	808355.0	808352.0
antisense_398	808356	+		OTH Found	CNIT	-0.535	0.477	RNA	808356.0	808450.0	808616.0	808479.0
antisense_399	808616	+		OTH Found	CNIT	-0.71	2.322	RNA	808616.0	808635.0	809032.0	808649.0
antisense_400	809032	+		OTH Found	CNIT	-0.425	-0.686	RNA	809032.0	809666.0	809920.0	809725.0
antisense_401	819897	+	OU701459.1 (800830-800091)	False	QRNA	41.078	1.119	COD	819897.0	819897.0	820639.0	820620.0
antisense_402	822710	+		OTH Found	CNIT	-0.57	0.843	RNA	822710.0	822941.0	822992.0	822955.0
antisense_403	822992	+	HG326877.1 (1161374-1162273)	True	QRNA	12.871	0.222	RNA	822992.0	822992.0	823879.0	823879.0
antisense_404	824720	+	CP041617.1 (977109-976840)	False	QRNA	0.586	-0.719	COD	824723.0	824811.0	824992.0	824882.0
antisense_405	825007	+		OTH Found	CNIT	-0.427	-0.666	RNA	825007.0	825278.0	825895.0	825349.0
antisense_406	827096	+		OTH Found	CNIT	-0.497	0.069	RNA	827096.0	827892.0	827984.0	827921.0
antisense_407	831257	+		OTH Found	CNIT	-0.461	-0.305	RNA	831257.0	831265.0	831698.0	831318.0
antisense_408	831698	+	CP063089.1 (1233383-1234065)	False	QRNA	5.082	-0.515	COD	831698.0	831720.0	832383.0	832369.0
antisense_409	833478	+		OTH Found	CNIT	-0.489	-0.006	RNA	833478.0	833519.0	834366.0	833557.0
antisense_410	835685	+	CP059597.1 (542605-542051)	True	QRNA	11.967	0.121	RNA	835693.0	835693.0	836247.0	836247.0
antisense_411	836249	+	CP022347.1 (785968-785857)	False	QRNA	15.082	-0.061	COD	836251.0	836254.0	836362.0	836355.0
antisense_412	836367	+	CP044165.1 (1098125-1098224)	False	QRNA	0.61	-0.717	COD	836367.0	836368.0	836466.0	836385.0
antisense_413	836467	+	CP059597.1 (541830-540944)	True	QRNA	22.79	1.33	RNA	836467.0	836467.0	837354.0	837354.0
antisense_414	838922	+		OTH Found	CNIT	-0.459	-0.322	RNA	838922.0	839312.0	839810.0	839392.0
antisense_415	841488	-		OTH Found	CNIT	-0.504	0.145	RNA	841157.0	841410.0	841488.0	841478.0
antisense_416	841833	-	CP053831.1 (368482-368142)	False	QRNA	5.986	-0.474	COD	841496.0	841501.0	841833.0	841833.0
antisense_417	843776	+	CP059597.1 (534575-533690)	True	QRNA	13.986	0.346	RNA	843776.0	843804.0	844663.0	844663.0
antisense_418	847912	-		OTH Found	CNIT	-0.477	-0.139	RNA	847024.0	847615.0	847912.0	847653.0
antisense_419	848114	-		OTH Found	CNIT	-0.586	1.012	RNA	847912.0	848043.0	848114.0	848093.0
antisense_420	855239	+	CP015577.1 (314394-313844)	False	QRNA	1.487	-0.678	COD	855239.0	855308.0	855789.0	855568.0
antisense_421	855790	+		OTH Found	CNIT	-0.487	-0.032	RNA	855790.0	855951.0	856189.0	856025.0
antisense_422	856189	+		OTH Found	CNIT	-0.478	-0.127	RNA	856189.0	856962.0	857062.0	857012.0
antisense_423	857062	+	CP053849.1 (493359-494245)	False	QRNA	15.855	-0.026	COD	857063.0	857117.0	857949.0	857918.0
antisense_424	863169	-		OTH Found	CNIT	-0.52	0.317	RNA	862281.0	863056.0	863169.0	863085.0
antisense_425	869671	+	LR134534.1 (1300510-1301388)	True	QRNA	15.222	0.484	RNA	869671.0	869671.0	870522.0	870522.0
antisense_426	873984	-		OTH Found	CNIT	0.639	1.036	COD	873096.0	873096.0	873984.0	873266.0
antisense_427	874020	-		OTH Found	CNIT	-0.627	1.449	RNA	873984.0	873988.0	874020.0	874005.0
antisense_428	874242	-		OTH Found	CNIT	-0.564	0.781	RNA	874020.0	874163.0	874242.0	874213.0
antisense_429	874518	-		OTH Found	CNIT	-0.521	0.328	RNA	874242.0	874381.0	874518.0	874431.0
orphan_12	875231	+	CP038862.1 (1049723-1048835)	True	QRNA	24.178	1.485	RNA	875231.0	875231.0	876118.0	876118.0
antisense_430	878375	+		OTH Found	CNIT	-0.569	0.834	RNA	878375.0	878382.0	878503.0	878399.0
antisense_431	878503	+		OTH Found	CNIT	-0.531	0.438	RNA	878503.0	878504.0	878774.0	878545.0
antisense_432	878774	+	CP022470.1 (895320-896174)	True	QRNA	18.252	0.823	RNA	878774.0	878774.0	879617.0	879617.0
antisense_433	881374	+	CP007771.1 (839787-838910)	True	QRNA	17.4	0.727	RNA	881380.0	881380.0	882257.0	882257.0
antisense_434	882524	+		OTH Found	CNIT	-0.516	0.277	RNA	882524.0	882546.0	882736.0	882569.0
antisense_435	882736	+		OTH Found	CNIT	-0.423	-0.711	RNA	882736.0	883167.0	883624.0	883220.0
antisense_436	883823	+	CP014744.1 (919470-920384)	True	QRNA	22.547	1.302	RNA	883823.0	883823.0	884710.0	884710.0
antisense_437	885500	+		OTH Found	CNIT	-0.569	0.838	RNA	885500.0	885554.0	885652.0	885577.0
antisense_438	885652	+		OTH Found	CNIT	-0.453	-0.392	RNA	885652.0	886141.0	886540.0	886218.0
antisense_439	887093	+		OTH Found	CNIT	-0.48	-0.103	RNA	887093.0	887346.0	887981.0	887435.0
antisense_440	888985	+		OTH Found	CNIT	-0.48	-0.1	RNA	888985.0	889311.0	889873.0	889382.0
antisense_441	890313	-		OTH Found	CNIT	-0.558	0.722	RNA	889897.0	890179.0	890313.0	890205.0
antisense_443	890353	-		OTH Found	CNIT	-0.748	2.727	RNA	890313.0	890335.0	890353.0	890346.0
antisense_444	892922	-		OTH Found	CNIT	-0.607	1.234	RNA	892754.0	892789.0	892922.0	892806.0
antisense_445	900570	+	CP053849.1 (853005-853506)	False	QRNA	31.989	0.707	COD	900571.0	900571.0	901072.0	901053.0
antisense_446	901073	+		OTH Found	CNIT	-0.449	-0.429	RNA	901073.0	901130.0	901961.0	901165.0
antisense_447	904351	+	CP076657.1 (647792-646937)	True	QRNA	14.411	0.394	RNA	904357.0	904357.0	905212.0	905212.0
antisense_448	909502	-	CP020867.1 (724756-724024)	True	QRNA	15.563	0.522	RNA	908763.0	908763.0	909495.0	909495.0
antisense_449	910077	-		OTH Found	CNIT	-0.454	-0.377	RNA	909502.0	909585.0	910077.0	909644.0
antisense_450	910139	-		OTH Found	CNIT	-0.477	-0.141	RNA	910077.0	910109.0	910139.0	910138.0
antisense_451	911272	-	CP010472.1 (482116-481767)	True	QRNA	14.005	0.348	RNA	910914.0	910914.0	911272.0	911272.0
antisense_452	911978	-		OTH Found	CNIT	-0.515	0.263	RNA	911272.0	911277.0	911978.0	911324.0
antisense_453	912449	-		OTH Found	CNIT	-0.538	0.504	RNA	911978.0	911987.0	912449.0	912025.0
antisense_454	912678	-		OTH Found	CNIT	-0.448	-0.438	RNA	912449.0	912455.0	912678.0	912487.0
antisense_455	914488	-	CP053854.1 (440948-441836)	True	QRNA	26.691	1.765	RNA	913603.0	913603.0	914488.0	914488.0
antisense_456	915178	-	CP053854.1 (440282-440947)	True	QRNA	7.917	-0.332	RNA	914489.0	914489.0	915178.0	915178.0
antisense_457	915319	-		OTH Found	CNIT	-0.49	0.003	RNA	915178.0	915204.0	915319.0	915257.0
antisense_458	918350	-	LS483295.1 (941863-940976)	True	QRNA	24.392	1.508	RNA	917463.0	917463.0	918350.0	918350.0
antisense_459	923862	-	CP063536.1 (827669-827060)	True	QRNA	22.162	1.259	RNA	923244.0	923244.0	923859.0	923859.0
antisense_460	924358	-		OTH Found	CNIT	-0.5	0.106	RNA	923862.0	924273.0	924358.0	924317.0
antisense_461	924484	-		OTH Found	CNIT	-0.684	2.045	RNA	924358.0	924401.0	924484.0	924412.0
antisense_462	924661	-		OTH Found	CNIT	-0.694	2.156	RNA	924484.0	924614.0	924661.0	924628.0
