transcript_id	strand	type	start	end	feature	term_id	score_term	term_start	term_end	rank_term_score	additional_term	start_with_terminator	end_with_terminator
antisense_316	-	RNA	651531	652353								651531.0	652353.0
antisense_317	-	COD	659420	660319	RhoDep	T2173	0.621	659472.0	659550.0	1.0		659322.0	660319.0
antisense_318	-	RNA	660889	661794	RhoDep	T2177	0.238	661649.0	661727.0	1.0		661499.0	661794.0
antisense_319	-	RNA	666169	666498	RhoDep	T2183	0.574	665897.0	665975.0	1.0		665747.0	666498.0
antisense_320	-	COD	669903	670711	RhoDep	T2191	0.58	670115.0	670193.0	1.0		669965.0	670711.0
antisense_321	-	COD	673055	673782	RhoDep	T2196	0.701	673053.0	673131.0	1.0		672903.0	673782.0
antisense_322	+	RNA	677040	677923	Intrinsic	TERM9783	0.494	677913.0	677925.0	1.0		677040.0	677925.0
antisense_323	+	RNA	678684	678850								678684.0	678850.0
antisense_324	-	RNA	681409	682095	RhoDep	T2203	0.308	681954.0	682032.0	1.0		681804.0	682095.0
antisense_325	-	RNA	683223	683539	RhoDep	T2205	0.794	683000.0	683078.0	1.0		682850.0	683539.0
antisense_326	-	RNA	683567	683806								683567.0	683806.0
antisense_327	-	RNA	685962	686468								685962.0	686468.0
antisense_328	-	COD	686528	686882								686528.0	686882.0
antisense_329	-	RNA	688848	689419	RhoDepWithHP	T2209	0.491	688901.0	689144.0	1.0	TERM9948	688901.0	689419.0
antisense_330	-	RNA	689643	690552	RhoDep	T2210	0.467	690079.0	690157.0	1.0		689929.0	690552.0
antisense_331	-	RNA	690553	691329								690553.0	691329.0
antisense_332	-	RNA	693001	693910	RhoDep	T2214	0.339	693762.0	693840.0	1.0		693612.0	693910.0
antisense_333	-	RNA	694011	694594	RhoDep	T2215	0.488	693990.0	694068.0	1.0		693840.0	694594.0
antisense_334	-	RNA	694626	695085								694626.0	695085.0
orphan_9	+	RNA	696052	696423								696052.0	696423.0
antisense_335	-	RNA	696894	697505	RhoDep	T2219	0.674	696758.0	696836.0	1.0		696608.0	697505.0
orphan_11	+	RNA	698375	698736	Intrinsic	TERM10078	0.172	698391.0	698413.0	1.0		698375.0	698413.0
antisense_336	-	RNA	697990	698666								697990.0	698666.0
antisense_337	-	RNA	702426	703156								702426.0	703156.0
antisense_338	-	RNA	703365	703520								703365.0	703520.0
antisense_339	-	RNA	710306	711215	RhoDep	T2245	0.68	710264.0	710342.0	1.0		710114.0	711215.0
antisense_340	+	COD	712836	713532	RhoDep	T397	0.743	713521.0	713599.0	1.0		712836.0	713749.0
antisense_341	+	RNA	715401	716297								715401.0	716297.0
antisense_342	+	RNA	716915	717447	RhoDep	T400	0.716	717508.0	717586.0	1.0		716915.0	717736.0
antisense_344	+	RNA	720829	721718								720829.0	721718.0
antisense_345	+	RNA	723849	723948								723849.0	723948.0
antisense_346	+	COD	724144	724620	Intrinsic	TERM10501	0.931	724848.0	724876.0	1.0		724144.0	724876.0
antisense_347	+	RNA	724967	725032								724967.0	725032.0
antisense_348	+	RNA	725040	725164	RhoDep	T404	0.617	725323.0	725401.0	1.0		725040.0	725551.0
antisense_349	+	RNA	725606	726008								725606.0	726008.0
antisense_350	+	RNA	726206	727116								726206.0	727116.0
antisense_351	-	RNA	728531	729246								728531.0	729246.0
antisense_352	-	COD	729321	729766	RhoDep	T2259	0.441	729539.0	729617.0	1.0		729389.0	729766.0
antisense_353	-	RNA	729767	730560	RhoDep	T2260	0.509	730072.0	730150.0	1.0		729922.0	730560.0
antisense_354	-	RNA	731863	732399	RhoDep	T2263	0.727	731707.0	731785.0	1.0		731557.0	732399.0
antisense_355	-	COD	733117	733892	RhoDep	T2265	0.457	733445.0	733523.0	1.0		733295.0	733892.0
antisense_356	-	RNA	735542	736451								735542.0	736451.0
antisense_357	-	RNA	737031	737940	Intrinsic	TERM10680	0.41	737169.0	737194.0	1.0		737169.0	737940.0
antisense_358	-	RNA	739718	740231	RhoDep	T2275	0.52	739313.0	739391.0	1.0		739163.0	740231.0
antisense_359	-	RNA	742459	743245								742459.0	743245.0
antisense_360	-	RNA	743352	743946								743352.0	743946.0
antisense_361	-	COD	743970	744152								743970.0	744152.0
antisense_362	-	RNA	744203	744349								744203.0	744349.0
antisense_363	-	RNA	744396	744420								744396.0	744420.0
antisense_364	-	RNA	744855	745010								744855.0	745010.0
antisense_365	-	RNA	745117	745177								745117.0	745177.0
antisense_366	-	RNA	745178	745658								745178.0	745658.0
antisense_367	+	RNA	748151	748689	RhoDep	T416	0.742	748710.0	748788.0	1.0		748151.0	748938.0
antisense_368	+	RNA	748870	749043								748870.0	749043.0
antisense_369	+	RNA	749322	749524	RhoDep	T417	0.632	749480.0	749558.0	1.0		749322.0	749708.0
antisense_370	-	RNA	757911	758306								757911.0	758306.0
antisense_371	-	RNA	765012	765229	RhoDep	T2298	0.559	764361.0	764439.0	1.0		764211.0	765229.0
antisense_372	-	RNA	765664	765815								765664.0	765815.0
antisense_373	+	RNA	768512	768738								768512.0	768738.0
antisense_374	-	RNA	770029	770558								770029.0	770558.0
antisense_375	-	COD	771963	772763								771963.0	772763.0
antisense_376	-	RNA	772863	773392								772863.0	773392.0
antisense_377	-	RNA	774111	774952	RhoDep	T2307	0.363	774448.0	774526.0	1.0		774298.0	774952.0
antisense_378	+	COD	775195	776073	RhoDep	T425	0.599	775806.0	775884.0	1.0		775195.0	776034.0
antisense_379	+	RNA	778232	778593	RhoDep	T426	0.7	778593.0	778671.0	1.0		778232.0	778821.0
antisense_380	+	COD	778651	779559	RhoDep	T428	0.497	779282.0	779360.0	1.0		778651.0	779510.0
antisense_381	+	RNA	785784	786676	RhoDep	T434	0.319	785818.0	785896.0	1.0		785784.0	786046.0
antisense_382	+	RNA	786677	786780								786677.0	786780.0
antisense_383	+	RNA	786884	787010								786884.0	787010.0
antisense_384	+	RNA	787019	787382								787019.0	787382.0
antisense_385	+	RNA	792340	793221								792340.0	793221.0
antisense_386	-	RNA	794068	794647	RhoDep	T2317	0.44	793738.0	793816.0	1.0		793588.0	794647.0
antisense_387	+	RNA	795693	795851								795693.0	795851.0
antisense_388	+	RNA	796039	796128	RhoDep	T440	0.647	796134.0	796212.0	1.0		796039.0	796362.0
antisense_389	+	RNA	796486	796596								796486.0	796596.0
antisense_390	+	COD	796647	796983								796647.0	796983.0
antisense_391	+	RNA	797001	797099								797001.0	797099.0
antisense_393	+	COD	797496	798356	RhoDep	T442	0.733	798370.0	798448.0	1.0		797496.0	798598.0
antisense_394	+	COD	808609	808670								808609.0	808670.0
antisense_395	+	RNA	808674	809348								808674.0	809348.0
antisense_396	+	RNA	809350	810019								809350.0	810019.0
antisense_397	-	RNA	810967	811548	Intrinsic	TERM11733	0.484	810930.0	810942.0	1.0		810930.0	811548.0
antisense_398	-	RNA	811595	812080								811595.0	812080.0
antisense_399	+	COD	819419	820142								819419.0	820142.0
antisense_400	+	RNA	822514	823423	Intrinsic	TERM11905	0.158	822800.0	822815.0	1.0		822514.0	822815.0
antisense_401	+	COD	824242	824404	RhoDep	T463	0.411	824337.0	824415.0	1.0		824242.0	824565.0
antisense_402	+	RNA	824529	824893								824529.0	824893.0
antisense_403	+	RNA	826619	827447								826619.0	827447.0
antisense_404	+	RNA	830780	830841	RhoDep	T472	0.655	831006.0	831084.0	1.0		830780.0	831234.0
antisense_405	+	RNA	831221	831906	RhoDep	T474	0.641	831657.0	831735.0	1.0		831221.0	831885.0
antisense_406	+	RNA	833001	833080	RhoDep	T476	0.595	833444.0	833522.0	1.0		833001.0	833672.0
antisense_407	+	COD	835772	835878	RhoDep	T481	0.293	835789.0	835867.0	1.0		835772.0	836017.0
antisense_408	+	COD	835890	835908								835890.0	835908.0
antisense_409	+	RNA	835990	836899								835990.0	836899.0
antisense_410	+	RNA	838445	838937	RhoDep	T485	0.701	839035.0	839113.0	1.0		838445.0	839263.0
antisense_411	-	COD	840936	841010	RhoDep	T2343	0.63	840862.0	840940.0	1.0		840712.0	841010.0
antisense_412	-	COD	841023	841355	RhoDep	T2344	0.446	841151.0	841229.0	1.0		841001.0	841355.0
antisense_413	+	RNA	843298	844205	RhoDep	T490	0.633	844085.0	844163.0	1.0		843298.0	844313.0
antisense_414	+	COD	845369	846142	RhoDep	T494	0.422	845853.0	845931.0	1.0		845369.0	846081.0
antisense_415	-	RNA	846922	847634								846922.0	847634.0
antisense_416	-	RNA	847826	848119								847826.0	848119.0
antisense_417	+	RNA	854761	855073								854761.0	855073.0
antisense_418	+	RNA	855312	855547	Intrinsic	TERM12396	0.692	855650.0	855669.0	1.0		855312.0	855669.0
antisense_419	+	RNA	855711	856534								855711.0	856534.0
antisense_420	+	COD	856584	857440	RhoDep	T507	0.623	857222.0	857300.0	1.0		856584.0	857450.0
antisense_421	-	RNA	861782	862691								861782.0	862691.0
antisense_422	-	RNA	872373	872648								872373.0	872648.0
antisense_423	-	RNA	872649	872976	RhoDep	T2354	0.638	872634.0	872712.0	1.0		872484.0	872976.0
antisense_424	+	RNA	875249	876158	RhoDep	T523	0.676	876024.0	876102.0	1.0		875249.0	876252.0
antisense_425	+	RNA	876289	877172	RhoDep	T525	0.621	877128.0	877206.0	1.0		876289.0	877356.0
antisense_426	+	RNA	877376	878089	RhoDep	T527	0.694	878111.0	878189.0	1.0		877376.0	878339.0
antisense_427	+	RNA	879054	879131								879054.0	879131.0
antisense_428	+	RNA	879206	879772	RhoDep	T529	0.757	879844.0	879922.0	1.0		879206.0	880072.0
antisense_429	-	RNA	883733	883867								883733.0	883867.0
antisense_430	-	RNA	883889	883900								883889.0	883900.0
antisense_431	-	RNA	886205	886476								886205.0	886476.0
antisense_432	+	COD	894112	894595	RhoDep	T555	0.697	894494.0	894572.0	1.0		894112.0	894722.0
antisense_433	+	RNA	894615	894707	RhoDep	T556	0.657	895024.0	895102.0	1.0		894615.0	895252.0
antisense_434	+	RNA	896357	896686	RhoDep	T560	0.792	896706.0	896784.0	1.0		896357.0	896934.0
antisense_435	+	COD	897893	898655	RhoDep	T564	0.722	898608.0	898686.0	1.0		897893.0	898836.0
antisense_436	-	RNA	901746	901985								901746.0	901985.0
antisense_438	-	RNA	902462	903048								902462.0	903048.0
antisense_439	-	RNA	903049	903619	RhoDep	T2364	0.538	903156.0	903234.0	1.0		903006.0	903619.0
antisense_440	-	RNA	903654	903681								903654.0	903681.0
antisense_441	-	RNA	904437	904603								904437.0	904603.0
antisense_442	-	RNA	904829	905221								904829.0	905221.0
antisense_443	-	RNA	905222	905805	Intrinsic	TERM13114	0.458	905259.0	905271.0	1.0		905259.0	905805.0
antisense_444	-	RNA	905811	906034								905811.0	906034.0
antisense_445	-	RNA	907781	908516								907781.0	908516.0
antisense_446	-	RNA	908542	909027								908542.0	909027.0
antisense_447	-	RNA	910769	911678								910769.0	911678.0
antisense_448	-	RNA	916572	917189	RhoDep	T2374	0.535	916646.0	916724.0	1.0		916496.0	917189.0
antisense_449	-	RNA	917600	917685								917600.0	917685.0
antisense_450	-	RNA	917728	917811								917728.0	917811.0
antisense_451	-	RNA	917923	918106								917923.0	918106.0
antisense_452	+	RNA	921399	922308	RhoDep	T581	0.823	922260.0	922338.0	1.0		921399.0	922488.0
antisense_453	+	RNA	922494	923398	RhoDep	T582	0.38	922726.0	922804.0	1.0		922494.0	922954.0
antisense_454	+	RNA	923796	924642	RhoDep	T583	0.19	923837.0	923915.0	1.0		923796.0	924065.0
antisense_455	-	RNA	927216	927887	Intrinsic	TERM13447	0.245	927548.0	927574.0	1.0		927548.0	927887.0
antisense_456	+	COD	928669	929512	RhoDep	T591	0.71	929446.0	929524.0	1.0		928669.0	929674.0
antisense_458	+	RNA	933351	934021	RhoDep	T594	0.389	933482.0	933560.0	1.0		933351.0	933710.0
antisense_459	+	RNA	936229	936579	RhoDep	T598	0.747	936587.0	936665.0	1.0		936229.0	936815.0
antisense_460	+	RNA	937112	937457	RhoDep	T600	0.593	937825.0	937903.0	1.0		937112.0	938053.0
antisense_461	+	RNA	938002	938744								938002.0	938744.0
antisense_462	+	RNA	939574	940377								939574.0	940377.0
antisense_463	+	RNA	940384	941219	RhoDep	T605	0.572	941292.0	941370.0	1.0		940384.0	941520.0
antisense_464	-	COD	941618	942312	RhoDep	T2379	0.658	941671.0	941749.0	1.0		941521.0	942312.0
antisense_465	+	RNA	944723	945632	RhoDep	T608	0.472	945127.0	945205.0	1.0		944723.0	945355.0
antisense_466	+	RNA	946841	947750	RhoDep	T612	0.599	947567.0	947645.0	1.0		946841.0	947795.0
antisense_467	+	RNA	948661	949192								948661.0	949192.0
antisense_468	+	COD	949317	950204	RhoDep	T615	0.612	949962.0	950040.0	1.0		949317.0	950190.0
antisense_469	+	COD	956652	957043	RhoDep	T627	0.671	957129.0	957207.0	1.0		956652.0	957357.0
antisense_470	+	RNA	960539	960866								960539.0	960866.0
antisense_471	+	RNA	961987	962774								961987.0	962774.0
antisense_472	-	RNA	963421	963870	RhoDep	T2383	0.235	963749.0	963827.0	1.0		963599.0	963870.0
antisense_473	-	RNA	964032	964165								964032.0	964165.0
antisense_474	+	RNA	968549	969456	RhoDep	T641	0.464	969027.0	969105.0	1.0		968549.0	969255.0
antisense_475	+	RNA	981685	982148	RhoDep	T663	0.776	982194.0	982272.0	1.0		981685.0	982422.0
antisense_476	+	COD	985223	985304								985223.0	985304.0
antisense_477	+	RNA	985328	985491	RhoDep	T666	0.747	985499.0	985577.0	1.0		985328.0	985727.0
antisense_478	+	RNA	986717	987320								986717.0	987320.0
antisense_479	+	RNA	991386	991466								991386.0	991466.0
antisense_480	+	RNA	991472	991571								991472.0	991571.0
antisense_481	+	RNA	991926	992781								991926.0	992781.0
antisense_482	+	RNA	996583	997492	RhoDep	T683	0.554	997135.0	997213.0	1.0		996583.0	997363.0
antisense_483	-	RNA	999793	999844								999793.0	999844.0
antisense_484	-	RNA	1000557	1001432	RhoDep	T2401	0.496	1000933.0	1001011.0	1.0		1000783.0	1001432.0
antisense_485	-	RNA	1001941	1002850	Intrinsic	TERM14390	0.708	1002434.0	1002471.0	1.0		1002434.0	1002850.0
antisense_486	-	RNA	1002950	1003144								1002950.0	1003144.0
antisense_488	-	RNA	1003841	1004708								1003841.0	1004708.0
antisense_489	+	RNA	1006709	1007220	RhoDep	T691	0.515	1007554.0	1007632.0	1.0		1006709.0	1007782.0
antisense_490	+	RNA	1008660	1009109	RhoDep	T694	0.666	1009268.0	1009346.0	1.0		1008660.0	1009496.0
antisense_491	-	RNA	1009850	1010176								1009850.0	1010176.0
antisense_492	-	RNA	1010179	1011008	RhoDep	T2408	0.614	1010492.0	1010570.0	1.0		1010342.0	1011008.0
antisense_493	-	RNA	1011010	1011156								1011010.0	1011156.0
antisense_494	-	RNA	1011164	1012025	Intrinsic	TERM14520	0.614	1011208.0	1011227.0	1.0		1011208.0	1012025.0
antisense_495	+	RNA	1014626	1015535	Intrinsic	TERM14581	0.626	1015491.0	1015507.0	1.0		1014626.0	1015507.0
antisense_496	+	RNA	1024164	1024805								1024164.0	1024805.0
antisense_497	+	RNA	1025104	1025548								1025104.0	1025548.0
antisense_498	-	RNA	1028808	1028927								1028808.0	1028927.0
antisense_499	-	RNA	1029044	1029200	Intrinsic	TERM14781	0.608	1029041.0	1029056.0	1.0		1029041.0	1029200.0
antisense_500	-	COD	1031885	1032779	RhoDep	T2412	0.577	1031931.0	1032009.0	1.0		1031781.0	1032779.0
antisense_501	-	RNA	1033510	1033839								1033510.0	1033839.0
antisense_502	-	RNA	1033980	1034007								1033980.0	1034007.0
antisense_503	-	RNA	1034080	1034284	RhoDep	T2413	0.806	1034015.0	1034093.0	1.0		1033865.0	1034284.0
antisense_504	-	RNA	1034314	1034336								1034314.0	1034336.0
antisense_505	-	RNA	1034646	1035555	RhoDep	T2414	0.697	1034665.0	1034743.0	1.0		1034515.0	1035555.0
antisense_506	-	RNA	1035555	1035767								1035555.0	1035767.0
antisense_507	-	RNA	1036717	1037579	RhoDep	T2415	0.709	1036712.0	1036790.0	1.0		1036562.0	1037579.0
antisense_508	-	RNA	1037629	1038042								1037629.0	1038042.0
antisense_509	-	RNA	1038043	1038549								1038043.0	1038549.0
antisense_510	-	RNA	1039138	1039410	RhoDep	T2416	0.607	1039132.0	1039210.0	1.0		1038982.0	1039410.0
antisense_511	-	RNA	1039592	1039649								1039592.0	1039649.0
antisense_512	-	RNA	1039818	1039837								1039818.0	1039837.0
antisense_513	-	RNA	1041000	1041464	Intrinsic	TERM14944	0.374	1040734.0	1040744.0	1.0		1040734.0	1041464.0
antisense_514	-	RNA	1041543	1041664	Intrinsic	TERM14958	0.929	1041460.0	1041501.0	1.0		1041460.0	1041664.0
antisense_515	-	RNA	1041804	1042279								1041804.0	1042279.0
antisense_516	-	RNA	1042280	1043049	RhoDep	T2419	0.316	1042639.0	1042717.0	1.0		1042489.0	1043049.0
antisense_517	+	RNA	1043832	1044572	RhoDep	T731	0.57	1044733.0	1044811.0	1.0		1043832.0	1044961.0
antisense_518	-	RNA	1045619	1046270	RhoDep	T2420	0.304	1046055.0	1046133.0	1.0		1045905.0	1046270.0
antisense_519	-	COD	1046288	1046345								1046288.0	1046345.0
antisense_520	+	RNA	1046688	1047028	Intrinsic	TERM15039	0.59	1046996.0	1047020.0	1.0		1046688.0	1047020.0
antisense_521	+	RNA	1047104	1047156								1047104.0	1047156.0
antisense_523	+	RNA	1049488	1049519								1049488.0	1049519.0
antisense_524	+	RNA	1049759	1049909								1049759.0	1049909.0
antisense_525	+	COD	1050204	1050256								1050204.0	1050256.0
antisense_526	+	RNA	1050275	1050669	RhoDep	T738	0.622	1050731.0	1050809.0	1.0		1050275.0	1050959.0
antisense_527	+	RNA	1051972	1052449								1051972.0	1052449.0
antisense_528	+	RNA	1056899	1057245	Intrinsic	TERM15169	0.587	1057399.0	1057429.0	1.0		1056899.0	1057429.0
antisense_529	+	RNA	1059165	1059735	RhoDep	T753	0.568	1060006.0	1060084.0	1.0		1059165.0	1060234.0
antisense_530	-	RNA	1066747	1067079								1066747.0	1067079.0
antisense_531	-	RNA	1067126	1067269								1067126.0	1067269.0
antisense_532	-	RNA	1068461	1069169	RhoDep	T2425	0.67	1068353.0	1068431.0	1.0		1068203.0	1069169.0
antisense_533	-	RNA	1070138	1070998								1070138.0	1070998.0
antisense_539	+	RNA	1072053	1072160								1072053.0	1072160.0
antisense_537	-	RNA	1072466	1072864								1072466.0	1072864.0
antisense_536	+	RNA	1073884	1074322	Intrinsic	TERM15414	0.492	1074282.0	1074306.0	1.0		1073884.0	1074306.0
antisense_535	-	RNA	1075008	1075026	RhoDep	T2431	0.703	1074836.0	1074914.0	1.0		1074686.0	1075026.0
antisense_534	-	RNA	1076782	1077155	RhoDep	T2433	0.712	1076739.0	1076817.0	1.0		1076589.0	1077155.0
antisense_540	-	RNA	1078536	1078622	Intrinsic	TERM15472	0.696	1077980.0	1078004.0	1.0		1077980.0	1078622.0
antisense_541	-	RNA	1080987	1081253								1080987.0	1081253.0
antisense_542	-	RNA	1081365	1081504								1081365.0	1081504.0
antisense_543	+	RNA	1087977	1087999	RhoDep	T777	0.653	1088132.0	1088210.0	1.0		1087977.0	1088360.0
antisense_545	-	COD	1089799	1090232	Intrinsic	TERM15651	0.676	1089516.0	1089546.0	1.0		1089516.0	1090232.0
antisense_546	-	RNA	1090285	1090757								1090285.0	1090757.0
antisense_547	-	RNA	1090767	1090820								1090767.0	1090820.0
antisense_548	+	RNA	1095088	1095217								1095088.0	1095217.0
antisense_549	+	RNA	1095230	1096119	RhoDep	T787	0.649	1095938.0	1096016.0	1.0		1095230.0	1096166.0
antisense_550	+	RNA	1098962	1099522	RhoDep	T791	0.516	1099784.0	1099862.0	1.0		1098962.0	1100012.0
antisense_551	+	COD	1106308	1107164	RhoDep	T804	0.605	1107010.0	1107088.0	1.0		1106308.0	1107238.0
antisense_552	+	RNA	1112753	1113003	RhoDep	T817	0.694	1113310.0	1113388.0	1.0		1112753.0	1113538.0
antisense_553	+	RNA	1113927	1113938								1113927.0	1113938.0
antisense_554	+	RNA	1113965	1114633								1113965.0	1114633.0
antisense_555	+	RNA	1114719	1114773								1114719.0	1114773.0
antisense_556	+	RNA	1114866	1115775								1114866.0	1115775.0
antisense_557	+	RNA	1119344	1119918								1119344.0	1119918.0
antisense_558	-	COD	1120153	1120925	RhoDep	T2448	0.734	1120019.0	1120097.0	1.0		1119869.0	1120925.0
antisense_559	+	RNA	1121954	1122128								1121954.0	1122128.0
antisense_560	-	COD	1123346	1123680	RhoDep	T2451	0.491	1123374.0	1123452.0	1.0		1123224.0	1123680.0
antisense_561	+	RNA	1124397	1125303	RhoDep	T832	0.497	1125117.0	1125195.0	1.0		1124397.0	1125345.0
antisense_562	+	RNA	1134964	1135223	RhoDep	T844	0.657	1135313.0	1135391.0	1.0		1134964.0	1135541.0
antisense_563	+	RNA	1135671	1135891	RhoDep	T845	0.747	1135889.0	1135967.0	1.0		1135671.0	1136117.0
antisense_565	-	RNA	1139095	1140004								1139095.0	1140004.0
antisense_566	-	RNA	1143931	1144173								1143931.0	1144173.0
antisense_567	+	RNA	1145605	1146509								1145605.0	1146509.0
antisense_568	+	RNA	1148326	1148352								1148326.0	1148352.0
antisense_569	+	RNA	1148544	1148873	RhoDep	T855	0.654	1148842.0	1148920.0	1.0		1148544.0	1149070.0
antisense_570	-	RNA	1149788	1150072	RhoDep	T2467	0.729	1149300.0	1149378.0	1.0		1149150.0	1150072.0
antisense_571	-	RNA	1153215	1153723	RhoDep	T2472	0.599	1153196.0	1153274.0	1.0		1153046.0	1153723.0
antisense_572	+	RNA	1154072	1154977	RhoDep	T861	0.532	1154581.0	1154659.0	1.0		1154072.0	1154809.0
antisense_573	-	RNA	1161157	1161668								1161157.0	1161668.0
antisense_574	-	RNA	1162374	1163283	RhoDep	T2482	0.556	1162648.0	1162726.0	1.0		1162498.0	1163283.0
antisense_575	-	RNA	1163316	1164075	RhoDep	T2483	0.375	1163738.0	1163816.0	1.0		1163588.0	1164075.0
antisense_576	-	RNA	1171355	1171539	Intrinsic	TERM16775	0.421	1170772.0	1170792.0	1.0		1170772.0	1171539.0
antisense_577	-	RNA	1171752	1172201	RhoDep	T2492	0.732	1171656.0	1171734.0	1.0		1171506.0	1172201.0
antisense_578	+	RNA	1173867	1174201	RhoDep	T872	0.685	1174363.0	1174441.0	1.0		1173867.0	1174591.0
antisense_579	+	COD	1176107	1176417	RhoDep	T874	0.511	1176333.0	1176411.0	1.0		1176107.0	1176561.0
antisense_580	-	RNA	1178732	1179623								1178732.0	1179623.0
antisense_581	-	RNA	1181846	1182488								1181846.0	1182488.0
antisense_582	-	RNA	1182532	1182725								1182532.0	1182725.0
antisense_583	-	RNA	1182753	1182873								1182753.0	1182873.0
antisense_584	-	RNA	1188537	1189446								1188537.0	1189446.0
antisense_585	-	RNA	1191853	1192283								1191853.0	1192283.0
antisense_586	-	RNA	1192371	1193280	RhoDep	T2508	0.18	1193146.0	1193224.0	1.0		1192996.0	1193280.0
antisense_587	+	RNA	1203005	1203327	RhoDepWithHP	T906	0.778	1203524.0	1203711.0	1.0	TERM17253	1203005.0	1203711.0
antisense_588	+	RNA	1204646	1204999	RhoDep	T909	0.703	1205115.0	1205193.0	1.0		1204646.0	1205343.0
antisense_589	+	RNA	1213295	1213473	RhoDep	T923	0.544	1213680.0	1213758.0	1.0		1213295.0	1213908.0
antisense_590	+	RNA	1219672	1219910	RhoDep	T929	0.65	1220057.0	1220135.0	1.0		1219672.0	1220285.0
antisense_591	-	RNA	1227652	1228114								1227652.0	1228114.0
antisense_592	-	RNA	1229245	1229653	RhoDep	T2524	0.55	1228851.0	1228929.0	1.0		1228701.0	1229653.0
antisense_593	-	RNA	1229697	1229739								1229697.0	1229739.0
antisense_594	+	RNA	1234831	1234917	RhoDep	T944	0.603	1235080.0	1235158.0	1.0		1234831.0	1235308.0
antisense_595	-	RNA	1237083	1237906								1237083.0	1237906.0
antisense_596	-	COD	1237915	1237946								1237915.0	1237946.0
antisense_597	+	RNA	1240553	1240828								1240553.0	1240828.0
antisense_598	-	RNA	1241262	1241392								1241262.0	1241392.0
antisense_599	+	COD	1244266	1245138	RhoDep	T951	0.488	1244769.0	1244847.0	1.0		1244266.0	1244997.0
antisense_600	-	RNA	1246600	1247509								1246600.0	1247509.0
antisense_601	-	RNA	1247510	1248148	RhoDep	T2532	0.676	1247527.0	1247605.0	1.0		1247377.0	1248148.0
antisense_602	-	RNA	1248351	1249096								1248351.0	1249096.0
antisense_603	-	RNA	1249121	1249629								1249121.0	1249629.0
antisense_604	-	RNA	1249830	1250712								1249830.0	1250712.0
antisense_605	-	RNA	1257827	1258638	RhoDep	T2539	0.689	1257713.0	1257791.0	1.0		1257563.0	1258638.0
antisense_606	-	RNA	1259700	1260493								1259700.0	1260493.0
antisense_607	-	RNA	1260540	1261096								1260540.0	1261096.0
antisense_608	-	RNA	1261330	1261644								1261330.0	1261644.0
antisense_609	-	RNA	1261690	1261977	RhoDep	T2542	0.653	1261577.0	1261655.0	1.0		1261427.0	1261977.0
antisense_610	-	RNA	1262078	1262171								1262078.0	1262171.0
antisense_611	-	RNA	1262219	1262421								1262219.0	1262421.0
antisense_612	-	RNA	1262930	1263012	RhoDep	T2543	0.705	1262755.0	1262833.0	1.0		1262605.0	1263012.0
antisense_613	-	RNA	1263427	1264336								1263427.0	1264336.0
antisense_614	-	RNA	1264337	1264975	RhoDep	T2544	0.676	1264354.0	1264432.0	1.0		1264204.0	1264975.0
antisense_615	-	RNA	1264976	1265460								1264976.0	1265460.0
antisense_616	+	COD	1268615	1269067	Intrinsic	TERM18221	0.854	1269182.0	1269200.0	1.0		1268615.0	1269200.0
antisense_617	+	RNA	1274424	1275333								1274424.0	1275333.0
antisense_618	+	RNA	1277162	1277955	RhoDep	T970	0.209	1277257.0	1277335.0	1.0		1277162.0	1277485.0
antisense_619	+	RNA	1277956	1278789	RhoDep	T971	0.705	1278711.0	1278789.0	1.0		1277956.0	1278939.0
antisense_620	-	RNA	1283591	1284490	RhoDep	T2557	0.747	1283503.0	1283581.0	1.0		1283353.0	1284490.0
antisense_621	-	RNA	1285125	1285862	RhoDep	T2558	0.712	1285011.0	1285089.0	1.0		1284861.0	1285862.0
antisense_622	-	RNA	1286057	1286962	RhoDep	T2559	0.303	1286790.0	1286868.0	1.0		1286640.0	1286962.0
antisense_623	-	COD	1287007	1287118								1287007.0	1287118.0
antisense_624	-	RNA	1291151	1291275								1291151.0	1291275.0
antisense_625	-	COD	1291289	1291980	RhoDep	T2561	0.314	1291777.0	1291855.0	1.0		1291627.0	1291980.0
antisense_626	-	RNA	1291991	1292128								1291991.0	1292128.0
antisense_627	+	RNA	1299446	1300355	RhoDep	T992	0.742	1300249.0	1300327.0	1.0		1299446.0	1300477.0
antisense_628	+	RNA	1302322	1303225	RhoDep	T997	0.472	1302721.0	1302799.0	1.0		1302322.0	1302949.0
antisense_629	-	RNA	1305255	1305532								1305255.0	1305532.0
antisense_630	-	RNA	1308461	1308554								1308461.0	1308554.0
antisense_631	-	RNA	1310355	1311261								1310355.0	1311261.0
antisense_632	-	RNA	1311346	1311541								1311346.0	1311541.0
antisense_633	-	RNA	1312832	1312898								1312832.0	1312898.0
antisense_634	-	RNA	1312928	1313059	RhoDep	T2572	0.726	1312871.0	1312949.0	1.0		1312721.0	1313059.0
antisense_635	-	RNA	1313161	1313194								1313161.0	1313194.0
antisense_636	-	RNA	1319004	1319051								1319004.0	1319051.0
antisense_637	-	RNA	1319384	1320034	RhoDep	T2576	0.5	1319685.0	1319763.0	1.0		1319535.0	1320034.0
antisense_638	+	RNA	1322097	1322294								1322097.0	1322294.0
antisense_639	-	COD	1322528	1322851								1322528.0	1322851.0
