transcript_id	position	strand	transcript_length	winner	feature	term_start	term_end	mfe	summary	GeneStart	GeneEnd	GeneLength	GeneLengthWithUTR	url_for_image
antisense_323	693888	+	862	RNA	RhoDep	694692.0	694770.0	-200.1	NA	693977.0	694920.0	944.0	1033.0	antisense_323_ss.jpg
antisense_324	696289	+	179	RNA	NA	NA	NA	-11.6	NA	696381.0	696401.0	21.0	113.0	antisense_324_ss.jpg
antisense_325	696468	+	53	RNA	NA	NA	NA	0.0	[['motif_0', 30, 0.000192]]	696470.0	696484.0	15.0	17.0	antisense_325_ss.jpg
antisense_326	696521	+	862	RNA	RhoDep	697310.0	697388.0	-187.9	NA	696533.0	697538.0	1006.0	1018.0	antisense_326_ss.jpg
antisense_327	700784	+	816	RNA	RhoDep	701255.0	701333.0	-135.8	[['motif_0', 30, 0.000789]]	701031.0	701483.0	453.0	700.0	antisense_327_ss.jpg
antisense_334	714053	+	356	RNA	NA	NA	NA	-49.8	[['motif_0', 30, 0.00288]]	714286.0	714348.0	63.0	296.0	antisense_334_ss.jpg
antisense_337	717239	+	175	RNA	NA	NA	NA	0.0	NA	717252.0	717263.0	12.0	25.0	antisense_337_ss.jpg
antisense_338	717414	+	712	RNA	Intrinsic	718024.0	718035.0	-113.4	NA	717479.0	718035.0	557.0	622.0	antisense_338_ss.jpg
antisense_339	718126	+	507	RNA	NA	NA	NA	-33.8	NA	718265.0	718297.0	33.0	172.0	antisense_339_ss.jpg
antisense_340	720085	+	106	RNA	NA	NA	NA	-7.5	[['motif_0', 28, 7.85e-05]]	720128.0	720145.0	18.0	61.0	antisense_340_ss.jpg
antisense_341	720191	+	396	COD	RhoDep	720476.0	720554.0	NA	[['motif_3', 28, 0.000908]]	720211.0	720704.0	494.0	514.0	
antisense_342	726630	+	375	RNA	NA	NA	NA	-8.6	NA	726666.0	726698.0	33.0	69.0	antisense_342_ss.jpg
antisense_343	728235	+	862	RNA	RhoDep	728554.0	728632.0	-104.34	NA	728240.0	728782.0	543.0	548.0	antisense_343_ss.jpg
antisense_351	755780	+	862	RNA	NA	NA	NA	-145.0	[['motif_3', 44, 0.000908]]	755780.0	756641.0	862.0	862.0	antisense_351_ss.jpg
antisense_352	756790	+	634	RNA	RhoDep	757153.0	757231.0	-107.9	[['motif_0', 29, 0.00192]]	756790.0	757381.0	592.0	592.0	antisense_352_ss.jpg
antisense_353	757424	+	862	RNA	NA	NA	NA	-11.6	[['motif_0', 29, 0.00288]]	757516.0	757542.0	27.0	119.0	antisense_353_ss.jpg
antisense_370	791291	+	862	RNA	RhoDep	791976.0	792054.0	-198.7	NA	791890.0	792204.0	315.0	914.0	antisense_370_ss.jpg
antisense_371	793857	+	862	RNA	NA	NA	NA	-170.2	[['motif_0', 29, 0.000192], ['motif_3', 5, 0.000908]]	793857.0	794717.0	861.0	861.0	antisense_371_ss.jpg
antisense_372	795371	+	862	RNA	RhoDep	795964.0	796042.0	-145.5	[['motif_0', 29, 0.000107]]	795784.0	796192.0	409.0	822.0	antisense_372_ss.jpg
antisense_374	799285	+	862	RNA	Intrinsic	799633.0	799654.0	-55.8	[['motif_0', 29, 0.00288]]	799288.0	799654.0	367.0	370.0	antisense_374_ss.jpg
antisense_375	802305	+	295	RNA	NA	NA	NA	-26.9	NA	802321.0	802404.0	84.0	100.0	antisense_375_ss.jpg
antisense_376	802600	+	823	COD	Intrinsic	802731.0	802757.0	NA	[['motif_0', 28, 0.00236]]	802600.0	802757.0	158.0	158.0	
antisense_377	803423	+	73	RNA	NA	NA	NA	-15.3	[['motif_0', 30, 0.000887], ['motif_3', 10, 0.000253]]	803462.0	803488.0	27.0	66.0	antisense_377_ss.jpg
antisense_378	803496	+	566	RNA	RhoDep	803779.0	803857.0	-93.9	[['motif_0', 29, 0.000996]]	803585.0	804007.0	423.0	512.0	antisense_378_ss.jpg
antisense_379	804062	+	600	RNA	NA	NA	NA	-64.77	[['motif_0', 30, 0.000484], ['motif_3', 4, 0.000908]]	804405.0	804464.0	60.0	403.0	antisense_379_ss.jpg
antisense_380	804662	+	862	RNA	RhoDep	805413.0	805491.0	-175.7	[['motif_0', 29, 1.78e-05], ['motif_3', 6, 0.000253]]	805089.0	805641.0	553.0	980.0	antisense_380_ss.jpg
antisense_392	826088	+	527	RNA	NA	NA	NA	-40.3	[['motif_0', 29, 8.93e-06]]	826326.0	826340.0	15.0	253.0	antisense_392_ss.jpg
antisense_393	826615	+	719	RNA	RhoDep	827174.0	827252.0	-169.6	[['motif_0', 30, 2.21e-06]]	826637.0	827402.0	766.0	788.0	antisense_393_ss.jpg
antisense_394	827334	+	452	COD	NA	NA	NA	NA	[['motif_0', 30, 0.0007]]	827334.0	827759.0	426.0	426.0	
antisense_395	827786	+	862	RNA	RhoDep	827942.0	828020.0	-70.0	NA	827860.0	828170.0	311.0	385.0	antisense_395_ss.jpg
antisense_399	846360	+	365	RNA	NA	NA	NA	-50.8	[['motif_0', 29, 0.00173]]	846509.0	846586.0	78.0	227.0	antisense_399_ss.jpg
antisense_405	853044	+	862	COD	RhoDep	853658.0	853736.0	NA	[['motif_0', 31, 3.28e-05]]	853062.0	853886.0	825.0	843.0	
antisense_406	856081	+	419	RNA	RhoDep	856442.0	856520.0	-124.7	[['motif_0', 29, 0.0007], ['motif_3', 19, 0.000908]]	856207.0	856670.0	464.0	590.0	antisense_406_ss.jpg
antisense_407	856500	+	862	COD	RhoDep	856819.0	856897.0	NA	NA	856503.0	857047.0	545.0	548.0	
antisense_408	859440	+	862	RNA	RhoDep	860107.0	860185.0	-168.0	NA	859440.0	860335.0	896.0	896.0	antisense_408_ss.jpg
antisense_409	863643	+	862	RNA	RhoDep	863677.0	863755.0	-37.04	[['motif_0', 7, 0.00155]]	863647.0	863905.0	259.0	263.0	antisense_409_ss.jpg
antisense_410	864536	+	207	COD	NA	NA	NA	NA	[['motif_0', 29, 8.93e-06]]	864579.0	864644.0	66.0	109.0	
antisense_411	864743	+	135	RNA	NA	NA	NA	-13.5	NA	864822.0	864869.0	48.0	127.0	antisense_411_ss.jpg
antisense_412	864878	+	862	RNA	NA	NA	NA	-149.4	[['motif_0', 28, 1.78e-05]]	865658.0	865684.0	27.0	807.0	antisense_412_ss.jpg
antisense_413	869656	+	545	RNA	NA	NA	NA	-87.3	[['motif_0', 28, 0.00112]]	869656.0	870200.0	545.0	545.0	antisense_413_ss.jpg
antisense_414	870201	+	862	RNA	RhoDep	870722.0	870800.0	-162.9	NA	870298.0	870950.0	653.0	750.0	antisense_414_ss.jpg
antisense_416	873552	+	346	RNA	NA	NA	NA	-17.2	[['motif_0', 29, 0.000125]]	873684.0	873710.0	27.0	159.0	antisense_416_ss.jpg
antisense_417	873898	+	560	RNA	RhoDep	873993.0	874071.0	-56.3	NA	873904.0	874221.0	318.0	324.0	antisense_417_ss.jpg
antisense_418	874458	+	354	COD	NA	NA	NA	NA	[['motif_0', 31, 0.000996]]	874549.0	874794.0	246.0	337.0	
antisense_419	874812	+	495	RNA	NA	NA	NA	-15.5	[['motif_0', 32, 0.00192]]	874887.0	874910.0	24.0	99.0	antisense_419_ss.jpg
antisense_421	875307	+	862	RNA	Intrinsic	875582.0	875603.0	-40.5	[['motif_0', 29, 0.0007]]	875311.0	875603.0	293.0	297.0	antisense_421_ss.jpg
antisense_423	886419	+	65	COD	NA	NA	NA	NA	NA	886439.0	886480.0	42.0	62.0	
antisense_424	886484	+	676	RNA	NA	NA	NA	-119.0	NA	886484.0	887158.0	675.0	675.0	antisense_424_ss.jpg
antisense_425	887160	+	862	RNA	Intrinsic	887217.0	887241.0	-15.6	NA	887160.0	887241.0	82.0	82.0	antisense_425_ss.jpg
antisense_428	897607	+	862	COD	NA	NA	NA	NA	[['motif_0', 28, 3.01e-06]]	897607.0	898330.0	724.0	724.0	
antisense_429	900420	+	282	RNA	NA	NA	NA	-12.7	[['motif_0', 30, 9.2e-05]]	900499.0	900534.0	36.0	115.0	antisense_429_ss.jpg
antisense_430	900702	+	655	RNA	NA	NA	NA	-85.1	[['motif_0', 31, 3.95e-05]]	901240.0	901275.0	36.0	574.0	antisense_430_ss.jpg
antisense_431	901357	+	862	RNA	RhoDep	902077.0	902155.0	-162.1	[['motif_3', 11, 0.000908]]	901362.0	902305.0	944.0	949.0	antisense_431_ss.jpg
antisense_432	902430	+	287	COD	RhoDep	902525.0	902603.0	NA	[['motif_0', 31, 4.73e-05]]	902455.0	902753.0	299.0	324.0	
antisense_433	902717	+	186	RNA	NA	NA	NA	-10.5	NA	902742.0	902777.0	36.0	61.0	antisense_433_ss.jpg
antisense_434	902903	+	862	RNA	RhoDep	903676.0	903754.0	-200.1	[['motif_0', 29, 7.85e-05]]	903334.0	903904.0	571.0	1002.0	antisense_434_ss.jpg
antisense_435	904805	+	862	RNA	NA	NA	NA	-125.0	[['motif_0', 29, 0.000484]]	905601.0	905630.0	30.0	826.0	antisense_435_ss.jpg
antisense_436	908966	+	441	RNA	RhoDep	909192.0	909270.0	-82.4	[['motif_0', 29, 0.00317]]	908974.0	909420.0	447.0	455.0	antisense_436_ss.jpg
antisense_437	909407	+	862	RNA	RhoDep	909843.0	909921.0	-98.3	[['motif_0', 29, 1.14e-05]]	909408.0	910071.0	664.0	665.0	antisense_437_ss.jpg
antisense_438	911187	+	862	RNA	RhoDep	911630.0	911708.0	-93.2	[['motif_1', 7, 7.11e-08]]	911228.0	911858.0	631.0	672.0	antisense_438_ss.jpg
antisense_439	913394	+	564	RNA	Intrinsic	913635.0	913676.0	-49.7	NA	913402.0	913676.0	275.0	283.0	antisense_439_ss.jpg
antisense_440	913958	+	118	COD	RhoDep	913975.0	914053.0	NA	NA	913963.0	914203.0	241.0	246.0	
antisense_441	914076	+	100	COD	NA	NA	NA	NA	[['motif_0', 29, 2.7e-05]]	914077.0	914094.0	18.0	19.0	
antisense_442	914176	+	862	RNA	NA	NA	NA	-161.3	[['motif_0', 31, 0.00192]]	914176.0	915022.0	847.0	847.0	antisense_442_ss.jpg
antisense_443	916631	+	862	RNA	RhoDep	917221.0	917299.0	-148.12	NA	916995.0	917449.0	455.0	819.0	antisense_443_ss.jpg
antisense_446	921484	+	862	RNA	RhoDep	922271.0	922349.0	-156.1	[['motif_0', 29, 0.00173], ['motif_3', 2, 0.000908]]	921484.0	922499.0	1016.0	1016.0	antisense_446_ss.jpg
antisense_449	927581	+	862	COD	NA	NA	NA	NA	NA	928130.0	928336.0	207.0	756.0	
antisense_450	932948	+	551	COD	RhoDep	933167.0	933245.0	NA	[['motif_0', 28, 0.00192]]	933017.0	933395.0	379.0	448.0	
antisense_451	933499	+	398	RNA	NA	NA	NA	-41.4	[['motif_0', 19, 0.0007]]	933660.0	933734.0	75.0	236.0	antisense_451_ss.jpg
antisense_452	933897	+	862	RNA	NA	NA	NA	-121.2	[['motif_0', 30, 0.000221]]	934670.0	934720.0	51.0	824.0	antisense_452_ss.jpg
antisense_453	934770	+	862	COD	RhoDep	935408.0	935486.0	NA	[['motif_0', 29, 3.28e-05]]	934825.0	935636.0	812.0	867.0	
antisense_454	937472	+	862	RNA	RhoDep	937821.0	937899.0	-79.9	NA	937472.0	938049.0	578.0	578.0	antisense_454_ss.jpg
antisense_456	947379	+	862	RNA	NA	NA	NA	-118.0	NA	948141.0	948203.0	63.0	825.0	antisense_456_ss.jpg
antisense_458	953436	+	862	RNA	RhoDep	954211.0	954289.0	-185.9	[['motif_0', 28, 0.000427]]	953444.0	954439.0	996.0	1004.0	antisense_458_ss.jpg
antisense_459	954476	+	862	RNA	RhoDep	955315.0	955393.0	-164.84	[['motif_0', 29, 0.000107], ['motif_1', 4, 8.83e-08]]	954477.0	955543.0	1067.0	1068.0	antisense_459_ss.jpg
antisense_460	955563	+	862	RNA	RhoDep	956297.0	956375.0	-158.6	NA	955563.0	956525.0	963.0	963.0	antisense_460_ss.jpg
antisense_461	957241	+	152	RNA	NA	NA	NA	-13.2	[['motif_0', 28, 5.32e-06]]	957295.0	957318.0	24.0	78.0	antisense_461_ss.jpg
antisense_462	957393	+	862	RNA	RhoDep	958031.0	958109.0	-128.35	[['motif_0', 29, 0.000789]]	957882.0	958259.0	378.0	867.0	antisense_462_ss.jpg
antisense_463	958834	+	862	RNA	NA	NA	NA	-57.1	[['motif_0', 29, 0.000376]]	959087.0	959176.0	90.0	343.0	antisense_463_ss.jpg
antisense_468	972311	+	52	RNA	NA	NA	NA	-3.7	NA	972320.0	972334.0	15.0	24.0	antisense_468_ss.jpg
antisense_469	972363	+	451	RNA	NA	NA	NA	-74.1	[['motif_0', 19, 0.000996]]	972754.0	972792.0	39.0	430.0	antisense_469_ss.jpg
antisense_470	972814	+	862	RNA	RhoDep	973223.0	973301.0	-86.6	[['motif_0', 18, 0.000996]]	972871.0	973451.0	581.0	638.0	antisense_470_ss.jpg
antisense_471	976092	+	862	RNA	RhoDep	976807.0	976885.0	-173.4	[['motif_0', 28, 0.000144]]	976098.0	977035.0	938.0	944.0	antisense_471_ss.jpg
antisense_485	998887	+	862	RNA	RhoDep	999748.0	999826.0	-181.0	NA	999648.0	999976.0	329.0	1090.0	antisense_485_ss.jpg
antisense_486	999982	+	862	RNA	RhoDep	1000715.0	1000793.0	-130.2	[['motif_0', 31, 0.00033]]	999982.0	1000943.0	962.0	962.0	antisense_486_ss.jpg
antisense_487	1001284	+	862	RNA	Intrinsic	1001974.0	1001987.0	-121.2	NA	1001922.0	1001987.0	66.0	704.0	antisense_487_ss.jpg
antisense_489	1006157	+	862	RNA	RhoDep	1006934.0	1007012.0	-141.6	[['motif_0', 30, 0.00261], ['motif_3', 15, 0.000908]]	1006188.0	1007162.0	975.0	1006.0	antisense_489_ss.jpg
antisense_492	1010839	+	850	RNA	RhoDep	1010970.0	1011048.0	-42.0	NA	1010846.0	1011198.0	353.0	360.0	antisense_492_ss.jpg
antisense_493	1013716	+	862	RNA	RhoDep	1014074.0	1014152.0	-95.6	[['motif_0', 31, 7.85e-05], ['motif_3', 13, 0.000908]]	1014001.0	1014302.0	302.0	587.0	antisense_493_ss.jpg
antisense_494	1014599	+	862	RNA	RhoDep	1015312.0	1015390.0	-154.6	[['motif_0', 29, 6.67e-05]]	1014872.0	1015540.0	669.0	942.0	antisense_494_ss.jpg
antisense_495	1015489	+	862	RNA	RhoDep	1015990.0	1016068.0	-100.5	NA	1015660.0	1016218.0	559.0	730.0	antisense_495_ss.jpg
antisense_496	1017061	+	810	RNA	NA	NA	NA	-120.5	NA	1017061.0	1017864.0	804.0	804.0	antisense_496_ss.jpg
antisense_497	1017871	+	862	RNA	NA	NA	NA	-133.7	[['motif_0', 29, 0.000789]]	1018638.0	1018706.0	69.0	836.0	antisense_497_ss.jpg
antisense_501	1021954	+	862	RNA	Intrinsic	1022621.0	1022633.0	-105.2	NA	1021954.0	1022633.0	680.0	680.0	antisense_501_ss.jpg
antisense_502	1025756	+	452	RNA	NA	NA	NA	-67.2	[['motif_3', 8, 0.000253]]	1026076.0	1026138.0	63.0	383.0	antisense_502_ss.jpg
antisense_503	1026208	+	862	RNA	RhoDep	1026883.0	1026961.0	-202.3	[['motif_0', 30, 0.000427]]	1026211.0	1027111.0	901.0	904.0	antisense_503_ss.jpg
antisense_504	1028529	+	385	RNA	RhoDep	1028651.0	1028729.0	-77.1	[['motif_0', 29, 9.2e-05]]	1028629.0	1028879.0	251.0	351.0	antisense_504_ss.jpg
antisense_505	1028914	+	862	RNA	RhoDep	1029662.0	1029740.0	-189.9	NA	1028914.0	1029890.0	977.0	977.0	antisense_505_ss.jpg
antisense_506	1031191	+	862	RNA	RhoDep	1031269.0	1031347.0	-52.5	[['motif_0', 30, 5.63e-05]]	1031207.0	1031497.0	291.0	307.0	antisense_506_ss.jpg
antisense_507	1034125	+	339	RNA	NA	NA	NA	-34.9	[['motif_0', 29, 0.000376]]	1034442.0	1034462.0	21.0	338.0	antisense_507_ss.jpg
antisense_508	1034464	+	541	RNA	NA	NA	NA	-93.1	[['motif_0', 29, 0.00261]]	1034464.0	1035004.0	541.0	541.0	antisense_508_ss.jpg
antisense_509	1035005	+	862	RNA	NA	NA	NA	-137.7	[['motif_0', 29, 6.67e-05]]	1035005.0	1035866.0	862.0	862.0	antisense_509_ss.jpg
antisense_510	1040952	+	720	RNA	NA	NA	NA	-128.3	NA	1040953.0	1041669.0	717.0	718.0	antisense_510_ss.jpg
antisense_511	1041672	+	643	RNA	RhoDep	1042177.0	1042255.0	-115.9	NA	1041706.0	1042405.0	700.0	734.0	antisense_511_ss.jpg
antisense_512	1042315	+	862	RNA	NA	NA	NA	-133.47	[['motif_0', 32, 2.7e-05]]	1042315.0	1043176.0	862.0	862.0	antisense_512_ss.jpg
antisense_522	1056556	+	445	RNA	RhoDep	1056747.0	1056825.0	-54.0	NA	1056621.0	1056975.0	355.0	420.0	antisense_522_ss.jpg
antisense_537	1071857	+	862	RNA	RhoDep	1072611.0	1072689.0	-159.32	NA	1072273.0	1072839.0	567.0	983.0	antisense_537_ss.jpg
antisense_538	1072983	+	862	RNA	RhoDep	1073387.0	1073465.0	-74.7	[['motif_0', 28, 9.2e-05]]	1072986.0	1073615.0	630.0	633.0	antisense_538_ss.jpg
antisense_539	1075101	+	862	RNA	RhoDep	1075827.0	1075905.0	-130.1	NA	1075806.0	1076055.0	250.0	955.0	antisense_539_ss.jpg
antisense_540	1076921	+	656	RNA	NA	NA	NA	-63.8	[['motif_0', 32, 0.000887]]	1077369.0	1077452.0	84.0	532.0	antisense_540_ss.jpg
antisense_541	1077577	+	862	COD	RhoDep	1078222.0	1078300.0	NA	[['motif_0', 29, 0.00139]]	1077593.0	1078450.0	858.0	874.0	
antisense_542	1084912	+	862	COD	RhoDep	1085640.0	1085718.0	NA	NA	1085034.0	1085868.0	835.0	957.0	
antisense_543	1088799	+	862	RNA	NA	NA	NA	-48.6	[['motif_0', 29, 3.28e-05]]	1089058.0	1089126.0	69.0	328.0	antisense_543_ss.jpg
antisense_544	1090247	+	862	RNA	NA	NA	NA	-148.82	NA	1090951.0	1090986.0	36.0	740.0	antisense_544_ss.jpg
antisense_547	1096808	+	862	RNA	RhoDep	1097286.0	1097364.0	-111.4	NA	1096808.0	1097514.0	707.0	707.0	antisense_547_ss.jpg
antisense_548	1109945	+	862	RNA	RhoDep	1110454.0	1110532.0	-101.0	NA	1110382.0	1110682.0	301.0	738.0	antisense_548_ss.jpg
antisense_549	1113495	+	862	RNA	RhoDep	1114293.0	1114371.0	-191.8	[['motif_0', 29, 0.000887]]	1113496.0	1114521.0	1026.0	1027.0	antisense_549_ss.jpg
antisense_550	1114989	+	862	COD	Intrinsic	1115410.0	1115428.0	NA	[['motif_0', 29, 0.000125]]	1114990.0	1115428.0	439.0	440.0	
antisense_551	1122933	+	862	RNA	RhoDep	1123485.0	1123563.0	-122.2	NA	1122933.0	1123713.0	781.0	781.0	antisense_551_ss.jpg
antisense_557	1135009	+	862	RNA	RhoDep	1135617.0	1135695.0	-122.3	[['motif_3', 31, 0.000908]]	1135420.0	1135845.0	426.0	837.0	antisense_557_ss.jpg
antisense_563	1140975	+	862	RNA	RhoDep	1141497.0	1141575.0	-106.84	[['motif_0', 29, 0.000996]]	1140977.0	1141725.0	749.0	751.0	antisense_563_ss.jpg
antisense_564	1151453	+	862	RNA	NA	NA	NA	-60.8	[['motif_0', 13, 0.000484]]	1151835.0	1151897.0	63.0	445.0	antisense_564_ss.jpg
antisense_567	1155959	+	862	RNA	RhoDep	1156276.0	1156354.0	-96.7	[['motif_0', 29, 0.00192], ['motif_3', 20, 0.000253]]	1156252.0	1156504.0	253.0	546.0	antisense_567_ss.jpg
antisense_584	1170180	+	862	RNA	Intrinsic	1170850.0	1170866.0	-99.7	NA	1170819.0	1170866.0	48.0	687.0	antisense_584_ss.jpg
antisense_586	1173452	+	862	RNA	RhoDep	1174252.0	1174330.0	-155.8	[['motif_0', 5, 0.000996], ['motif_3', 31, 0.000908]]	1173453.0	1174480.0	1028.0	1029.0	antisense_586_ss.jpg
antisense_588	1175836	+	271	RNA	NA	NA	NA	-4.0	[['motif_3', 8, 0.000253]]	1175841.0	1175867.0	27.0	32.0	antisense_588_ss.jpg
antisense_589	1176107	+	445	RNA	NA	NA	NA	-15.6	[['motif_0', 30, 0.000996]]	1176225.0	1176257.0	33.0	151.0	antisense_589_ss.jpg
antisense_590	1176552	+	71	COD	NA	NA	NA	NA	[['motif_0', 28, 0.00261], ['motif_3', 5, 0.000908]]	1176572.0	1176604.0	33.0	53.0	
antisense_591	1176623	+	862	RNA	RhoDep	1177079.0	1177157.0	-100.9	[['motif_1', 2, 4.18e-09]]	1176973.0	1177307.0	335.0	685.0	antisense_591_ss.jpg
antisense_592	1178320	+	862	RNA	NA	NA	NA	-81.5	[['motif_0', 28, 0.000167]]	1178759.0	1178797.0	39.0	478.0	antisense_592_ss.jpg
antisense_593	1182642	+	862	RNA	NA	NA	NA	-50.1	NA	1182944.0	1182988.0	45.0	347.0	antisense_593_ss.jpg
antisense_594	1184908	+	862	RNA	RhoDep	1185246.0	1185324.0	-86.9	[['motif_0', 30, 0.000144]]	1185140.0	1185474.0	335.0	567.0	antisense_594_ss.jpg
antisense_595	1186486	+	862	COD	RhoDep	1186642.0	1186720.0	NA	[['motif_0', 30, 0.000484]]	1186489.0	1186870.0	382.0	385.0	
antisense_600	1208733	+	317	RNA	RhoDep	1208888.0	1208966.0	-52.7	[['motif_0', 29, 1.43e-05]]	1208747.0	1209116.0	370.0	384.0	antisense_600_ss.jpg
antisense_604	1215840	+	142	RNA	NA	NA	NA	-23.8	NA	1215916.0	1215969.0	54.0	130.0	antisense_604_ss.jpg
antisense_605	1215982	+	862	RNA	RhoDep	1216690.0	1216768.0	-139.0	[['motif_0', 28, 5.63e-05]]	1216395.0	1216918.0	524.0	937.0	antisense_605_ss.jpg
antisense_606	1219840	+	862	RNA	RhoDep	1220302.0	1220380.0	-145.7	[['motif_0', 29, 0.000376], ['motif_3', 7, 0.000908]]	1220145.0	1220530.0	386.0	691.0	antisense_606_ss.jpg
antisense_607	1223504	+	862	RNA	RhoDep	1224135.0	1224213.0	-146.0	[['motif_0', 29, 5.47e-07]]	1224115.0	1224363.0	249.0	860.0	antisense_607_ss.jpg
antisense_608	1227090	+	862	COD	RhoDep	1227792.0	1227870.0	NA	NA	1227154.0	1228020.0	867.0	931.0	
antisense_609	1233535	+	862	RNA	RhoDep	1234092.0	1234170.0	-135.7	[['motif_0', 29, 0.000289]]	1233672.0	1234320.0	649.0	786.0	antisense_609_ss.jpg
antisense_610	1234710	+	38	RNA	NA	NA	NA	0.0	NA	1234713.0	1234721.0	9.0	12.0	antisense_610_ss.jpg
antisense_611	1234748	+	754	RNA	NA	NA	NA	-72.9	NA	1235351.0	1235416.0	66.0	669.0	antisense_611_ss.jpg
antisense_612	1235502	+	147	RNA	NA	NA	NA	-8.5	NA	1235503.0	1235556.0	54.0	55.0	antisense_612_ss.jpg
antisense_613	1235649	+	424	RNA	NA	NA	NA	-25.1	[['motif_0', 28, 0.000789]]	1235812.0	1235865.0	54.0	217.0	antisense_613_ss.jpg
antisense_614	1236073	+	862	RNA	RhoDep	1236732.0	1236810.0	-172.2	[['motif_0', 30, 0.00125]]	1236075.0	1236960.0	886.0	888.0	antisense_614_ss.jpg
antisense_615	1240123	+	575	RNA	NA	NA	NA	-11.7	[['motif_0', 19, 0.000144]]	1240187.0	1240219.0	33.0	97.0	antisense_615_ss.jpg
antisense_617	1242733	+	320	RNA	NA	NA	NA	-34.9	NA	1242854.0	1242907.0	54.0	175.0	antisense_617_ss.jpg
antisense_619	1245176	+	862	RNA	RhoDep	1245896.0	1245974.0	-139.65	[['motif_0', 29, 0.00155]]	1245178.0	1246124.0	947.0	949.0	antisense_619_ss.jpg
antisense_620	1255742	+	707	RNA	RhoDep	1256091.0	1256169.0	-87.0	[['motif_0', 28, 0.00192]]	1255930.0	1256319.0	390.0	578.0	antisense_620_ss.jpg
antisense_621	1256449	+	862	COD	RhoDep	1256667.0	1256745.0	NA	[['motif_0', 29, 0.000125], ['motif_3', 14, 0.000253]]	1256453.0	1256895.0	443.0	447.0	
antisense_624	1263621	+	862	RNA	RhoDep	1264272.0	1264350.0	-137.1	[['motif_0', 23, 0.00382]]	1264021.0	1264500.0	480.0	880.0	antisense_624_ss.jpg
antisense_626	1266267	+	862	RNA	RhoDep	1267095.0	1267173.0	-176.8	[['motif_0', 29, 7.85e-05]]	1266353.0	1267323.0	971.0	1057.0	antisense_626_ss.jpg
antisense_627	1269104	+	218	RNA	NA	NA	NA	-15.3	[['motif_0', 15, 0.00348]]	1269203.0	1269229.0	27.0	126.0	antisense_627_ss.jpg
antisense_628	1269322	+	601	RNA	NA	NA	NA	-56.8	[['motif_0', 30, 0.00125]]	1269639.0	1269701.0	63.0	380.0	antisense_628_ss.jpg
antisense_631	1274850	+	862	RNA	RhoDep	1275359.0	1275437.0	-98.9	NA	1274850.0	1275587.0	738.0	738.0	antisense_631_ss.jpg
antisense_637	1294646	+	862	RNA	RhoDep	1295142.0	1295220.0	-103.0	[['motif_0', 29, 0.00155]]	1294933.0	1295370.0	438.0	725.0	antisense_637_ss.jpg
antisense_647	1325230	+	395	RNA	NA	NA	NA	-61.4	NA	1325524.0	1325583.0	60.0	354.0	antisense_647_ss.jpg
antisense_648	1325625	+	862	RNA	RhoDep	1326457.0	1326535.0	-168.1	NA	1325935.0	1326685.0	751.0	1061.0	antisense_648_ss.jpg
antisense_649	1327514	+	862	RNA	RhoDep	1328234.0	1328312.0	-137.2	NA	1328000.0	1328462.0	463.0	949.0	antisense_649_ss.jpg
antisense_650	1333879	+	578	RNA	RhoDep	1334264.0	1334342.0	-98.9	[['motif_0', 29, 0.000376]]	1333974.0	1334492.0	519.0	614.0	antisense_650_ss.jpg
antisense_652	1340804	+	595	RNA	RhoDep	1341395.0	1341473.0	-149.0	[['motif_0', 29, 7.85e-05]]	1340804.0	1341623.0	820.0	820.0	antisense_652_ss.jpg
antisense_653	1341399	+	862	RNA	NA	NA	NA	-102.52	NA	1342168.0	1342197.0	30.0	799.0	antisense_653_ss.jpg
antisense_654	1342990	+	862	RNA	RhoDep	1343057.0	1343135.0	-32.7	NA	1342990.0	1343285.0	296.0	296.0	antisense_654_ss.jpg
antisense_655	1348025	+	862	RNA	RhoDep	1348503.0	1348581.0	-144.4	[['motif_0', 29, 0.00155]]	1348025.0	1348731.0	707.0	707.0	antisense_655_ss.jpg
antisense_656	1349404	+	281	RNA	NA	NA	NA	-33.4	[['motif_0', 29, 0.000789], ['motif_3', 5, 0.000908]]	1349610.0	1349642.0	33.0	239.0	antisense_656_ss.jpg
antisense_657	1349685	+	862	RNA	RhoDep	1350425.0	1350503.0	-140.3	[['motif_0', 29, 0.00125]]	1349685.0	1350653.0	969.0	969.0	antisense_657_ss.jpg
antisense_658	1351771	+	862	RNA	NA	NA	NA	-125.47	NA	1352518.0	1352625.0	108.0	855.0	antisense_658_ss.jpg
antisense_659	1355773	+	862	RNA	RhoDep	1356352.0	1356430.0	-116.62	[['motif_0', 29, 0.000107], ['motif_3', 2, 0.000253]]	1356051.0	1356580.0	530.0	808.0	antisense_659_ss.jpg
antisense_660	1357815	+	862	RNA	NA	NA	NA	-151.1	[['motif_0', 29, 0.00033]]	1358534.0	1358572.0	39.0	758.0	antisense_660_ss.jpg
antisense_661	1359415	+	862	RNA	RhoDep	1360077.0	1360155.0	-136.4	[['motif_3', 12, 0.000908]]	1359899.0	1360305.0	407.0	891.0	antisense_661_ss.jpg
antisense_662	1360542	+	862	RNA	NA	NA	NA	-127.3	NA	1360542.0	1361403.0	862.0	862.0	antisense_662_ss.jpg
antisense_663	1363986	+	123	COD	RhoDep	1364057.0	1364135.0	NA	NA	1363989.0	1364285.0	297.0	300.0	
