transcript_id	position	strand	transcript_length	winner	feature	term_start	term_end	mfe	summary	GeneStart	GeneEnd	GeneLength	GeneLengthWithUTR	url_for_image
antisense_366	783892	+	419	RNA	RhoDep	784253.0	784331.0	-123.4	[['motif_0', 28, 0.00101], ['motif_3', 19, 0.000684]]	784018.0	784481.0	464.0	590.0	antisense_366_ss.jpg
antisense_367	784311	+	909	COD	RhoDep	784630.0	784708.0	NA	NA	784314.0	784858.0	545.0	548.0	
antisense_368	785521	+	909	COD	Intrinsic	786001.0	786027.0	NA	NA	785554.0	786027.0	474.0	507.0	
antisense_369	791454	+	893	RNA	Intrinsic	791940.0	791950.0	-86.0	NA	791489.0	791950.0	462.0	497.0	antisense_369_ss.jpg
antisense_370	792347	+	207	COD	NA	NA	NA	NA	[['motif_0', 28, 6.21e-06]]	792393.0	792455.0	63.0	109.0	
antisense_371	792554	+	135	RNA	NA	NA	NA	-19.7	NA	792642.0	792680.0	39.0	127.0	antisense_371_ss.jpg
antisense_372	792689	+	909	RNA	NA	NA	NA	-74.8	[['motif_0', 27, 2.18e-05]]	793077.0	793109.0	33.0	421.0	antisense_372_ss.jpg
antisense_373	797467	+	543	RNA	NA	NA	NA	-87.4	[['motif_0', 27, 0.00174]]	797467.0	798007.0	541.0	541.0	antisense_373_ss.jpg
antisense_374	798010	+	909	COD	Intrinsic	798655.0	798667.0	NA	NA	798177.0	798667.0	491.0	658.0	
antisense_376	801363	+	909	RNA	NA	NA	NA	-85.3	[['motif_0', 28, 4.46e-05]]	801715.0	801798.0	84.0	436.0	antisense_376_ss.jpg
antisense_377	802407	+	354	COD	NA	NA	NA	NA	[['motif_0', 30, 0.000565]]	802498.0	802743.0	246.0	337.0	
antisense_378	802761	+	495	RNA	NA	NA	NA	-15.5	[['motif_0', 31, 0.00237]]	802836.0	802859.0	24.0	99.0	antisense_378_ss.jpg
antisense_380	803256	+	909	RNA	Intrinsic	803459.0	803477.0	-28.6	[['motif_0', 28, 0.000905]]	803315.0	803477.0	163.0	222.0	antisense_380_ss.jpg
antisense_382	813811	+	558	RNA	NA	NA	NA	-94.8	NA	813818.0	814332.0	515.0	522.0	antisense_382_ss.jpg
antisense_383	814369	+	65	RNA	NA	NA	NA	-6.1	NA	814413.0	814433.0	21.0	65.0	antisense_383_ss.jpg
antisense_384	814434	+	676	RNA	NA	NA	NA	-125.5	[['motif_0', 29, 0.00237]]	814434.0	815108.0	675.0	675.0	antisense_384_ss.jpg
antisense_385	815110	+	909	RNA	NA	NA	NA	-113.9	NA	815744.0	815803.0	60.0	694.0	antisense_385_ss.jpg
antisense_386	825976	+	833	COD	Intrinsic	826676.0	826705.0	NA	[['motif_0', 27, 2.25e-06]]	825976.0	826705.0	730.0	730.0	
antisense_387	829067	+	655	RNA	NA	NA	NA	-46.9	[['motif_0', 30, 6.19e-05]]	829363.0	829386.0	24.0	320.0	antisense_387_ss.jpg
antisense_388	829722	+	909	RNA	RhoDep	830430.0	830508.0	-168.4	[['motif_3', 11, 0.000684]]	830236.0	830658.0	423.0	937.0	antisense_388_ss.jpg
antisense_389	831081	+	186	RNA	Intrinsic	831242.0	831260.0	-17.4	NA	831175.0	831260.0	86.0	180.0	antisense_389_ss.jpg
antisense_390	831267	+	909	RNA	RhoDep	832037.0	832115.0	-208.3	[['motif_0', 28, 7.25e-05]]	831267.0	832265.0	999.0	999.0	antisense_390_ss.jpg
antisense_391	833167	+	909	RNA	RhoDep	833880.0	833958.0	-147.8	[['motif_0', 28, 0.000905]]	833799.0	834108.0	310.0	942.0	antisense_391_ss.jpg
antisense_392	837344	+	425	RNA	RhoDep	837554.0	837632.0	-72.4	[['motif_0', 12, 0.00317]]	837345.0	837782.0	438.0	439.0	antisense_392_ss.jpg
antisense_393	837769	+	909	RNA	RhoDep	838205.0	838283.0	-110.0	[['motif_0', 28, 6.21e-06]]	837769.0	838433.0	665.0	665.0	antisense_393_ss.jpg
antisense_394	839549	+	909	RNA	RhoDep	839992.0	840070.0	-86.2	[['motif_3', 13, 0.000684]]	839590.0	840220.0	631.0	672.0	antisense_394_ss.jpg
antisense_395	842320	+	118	COD	RhoDep	842337.0	842415.0	NA	NA	842325.0	842565.0	241.0	246.0	
antisense_396	842438	+	100	COD	NA	NA	NA	NA	[['motif_0', 28, 3.15e-05]]	842439.0	842456.0	18.0	19.0	
antisense_397	842538	+	909	RNA	NA	NA	NA	-173.7	[['motif_0', 30, 0.00113]]	842538.0	843446.0	909.0	909.0	antisense_397_ss.jpg
antisense_398	844993	+	909	RNA	NA	NA	NA	-125.82	NA	845614.0	845679.0	66.0	687.0	antisense_398_ss.jpg
antisense_400	849846	+	909	RNA	RhoDep	849941.0	850019.0	-52.6	[['motif_0', 28, 0.000343], ['motif_3', 2, 0.000684]]	849869.0	850169.0	301.0	324.0	antisense_400_ss.jpg
antisense_405	862259	+	873	RNA	NA	NA	NA	-121.9	[['motif_0', 29, 0.000132]]	863032.0	863082.0	51.0	824.0	antisense_405_ss.jpg
antisense_406	863132	+	909	COD	RhoDep	863770.0	863848.0	NA	[['motif_0', 28, 6.21e-06]]	863187.0	863998.0	812.0	867.0	
antisense_408	875741	+	909	RNA	RhoDep	875994.0	876072.0	-72.0	NA	875959.0	876222.0	264.0	482.0	antisense_408_ss.jpg
antisense_410	882940	+	909	RNA	NA	NA	NA	-187.3	[['motif_3', 26, 0.000684]]	883750.0	883848.0	99.0	909.0	antisense_410_ss.jpg
antisense_411	884452	+	365	RNA	NA	NA	NA	-79.2	[['motif_0', 27, 1.48e-05]]	884741.0	884776.0	36.0	325.0	antisense_411_ss.jpg
antisense_412	884848	+	855	RNA	NA	NA	NA	-98.1	NA	885648.0	885671.0	24.0	824.0	antisense_412_ss.jpg
antisense_414	888609	+	212	COD	RhoDep	888787.0	888865.0	NA	[['motif_0', 29, 0.0005]]	888609.0	889015.0	407.0	407.0	
antisense_415	888821	+	909	COD	RhoDep	889657.0	889735.0	NA	[['motif_0', 28, 6.19e-05], ['motif_3', 19, 0.000684]]	888822.0	889885.0	1064.0	1065.0	
antisense_416	889908	+	909	RNA	RhoDep	890642.0	890720.0	-160.6	NA	889908.0	890870.0	963.0	963.0	antisense_416_ss.jpg
antisense_417	891585	+	152	RNA	RhoDep	891723.0	891801.0	-46.3	[['motif_0', 27, 2.95e-06]]	891639.0	891951.0	313.0	367.0	antisense_417_ss.jpg
antisense_418	891737	+	909	RNA	Intrinsic	892502.0	892537.0	-107.8	[['motif_0', 28, 0.000717]]	892226.0	892537.0	312.0	801.0	antisense_418_ss.jpg
antisense_419	893178	+	909	RNA	Intrinsic	893920.0	893949.0	-115.6	[['motif_0', 28, 0.000717]]	893431.0	893949.0	519.0	772.0	antisense_419_ss.jpg
antisense_420	895070	+	909	RNA	NA	NA	NA	-119.3	[['motif_0', 28, 1.48e-05], ['motif_3', 16, 0.000684]]	895744.0	895785.0	42.0	716.0	antisense_420_ss.jpg
antisense_424	906656	+	503	RNA	NA	NA	NA	-80.7	[['motif_0', 27, 0.000231]]	907047.0	907094.0	48.0	439.0	antisense_424_ss.jpg
antisense_425	907159	+	909	RNA	RhoDep	907568.0	907646.0	-93.8	[['motif_0', 17, 0.000153]]	907216.0	907796.0	581.0	638.0	antisense_425_ss.jpg
antisense_426	910437	+	909	RNA	RhoDep	911152.0	911230.0	-171.0	[['motif_0', 27, 8.46e-05]]	910941.0	911380.0	440.0	944.0	antisense_426_ss.jpg
antisense_439	935613	+	909	RNA	RhoDep	936474.0	936552.0	-178.1	NA	936431.0	936702.0	272.0	1090.0	antisense_439_ss.jpg
antisense_440	938010	+	909	RNA	NA	NA	NA	-121.5	NA	938695.0	938718.0	24.0	709.0	antisense_440_ss.jpg
antisense_442	942883	+	909	COD	RhoDep	943655.0	943733.0	NA	[['motif_0', 29, 0.00141], ['motif_3', 15, 0.000684]]	943000.0	943883.0	884.0	1001.0	
antisense_444	947560	+	849	RNA	RhoDep	947691.0	947769.0	-45.2	NA	947569.0	947919.0	351.0	360.0	antisense_444_ss.jpg
antisense_445	950436	+	883	RNA	Intrinsic	951052.0	951065.0	-103.97	[['motif_0', 30, 0.000202], ['motif_3', 13, 0.000684]]	951022.0	951065.0	44.0	630.0	antisense_445_ss.jpg
antisense_446	951319	+	890	RNA	RhoDep	952032.0	952110.0	-152.7	[['motif_0', 28, 6.19e-05]]	951620.0	952260.0	641.0	942.0	antisense_446_ss.jpg
antisense_447	952209	+	909	RNA	RhoDep	952710.0	952788.0	-97.4	NA	952380.0	952938.0	559.0	730.0	antisense_447_ss.jpg
antisense_448	953781	+	810	RNA	NA	NA	NA	-117.7	[['motif_0', 16, 0.00101]]	953781.0	954584.0	804.0	804.0	antisense_448_ss.jpg
antisense_449	954591	+	49	RNA	NA	NA	NA	-3.8	[['motif_0', 28, 0.00127]]	954615.0	954632.0	18.0	42.0	antisense_449_ss.jpg
antisense_450	954640	+	909	RNA	RhoDep	955499.0	955577.0	-168.1	[['motif_0', 29, 0.00174]]	955358.0	955727.0	370.0	1088.0	antisense_450_ss.jpg
antisense_452	958929	+	909	RNA	RhoDep	959333.0	959411.0	-75.2	[['motif_0', 27, 0.000264]]	958932.0	959561.0	630.0	633.0	antisense_452_ss.jpg
antisense_453	961047	+	909	RNA	RhoDep	961726.0	961804.0	-129.0	NA	961050.0	961954.0	905.0	908.0	antisense_453_ss.jpg
antisense_454	962867	+	656	RNA	NA	NA	NA	-60.8	[['motif_0', 31, 0.000905]]	963315.0	963398.0	84.0	532.0	antisense_454_ss.jpg
antisense_455	963523	+	909	COD	RhoDep	964315.0	964393.0	NA	[['motif_0', 28, 0.00141]]	963560.0	964543.0	984.0	1021.0	
antisense_456	970857	+	909	COD	RhoDep	971585.0	971663.0	NA	NA	971026.0	971813.0	788.0	957.0	
antisense_457	974744	+	909	RNA	NA	NA	NA	-52.2	[['motif_0', 28, 3.15e-05]]	975003.0	975071.0	69.0	328.0	antisense_457_ss.jpg
antisense_458	976192	+	909	RNA	NA	NA	NA	-149.22	NA	976943.0	976978.0	36.0	787.0	antisense_458_ss.jpg
antisense_462	982768	+	909	RNA	RhoDep	983233.0	983311.0	-112.5	NA	982768.0	983461.0	694.0	694.0	antisense_462_ss.jpg
antisense_463	996243	+	909	RNA	RhoDep	996307.0	996385.0	-48.8	NA	996243.0	996535.0	293.0	293.0	antisense_463_ss.jpg
antisense_464	1000756	+	909	RNA	NA	NA	NA	-122.87	NA	1001520.0	1001585.0	66.0	830.0	antisense_464_ss.jpg
antisense_465	1001786	+	909	RNA	RhoDep	1002373.0	1002451.0	-121.6	NA	1001786.0	1002601.0	816.0	816.0	antisense_465_ss.jpg
antisense_466	1002897	+	909	RNA	NA	NA	NA	-67.0	NA	1003320.0	1003379.0	60.0	483.0	antisense_466_ss.jpg
antisense_467	1005608	+	909	RNA	NA	NA	NA	-93.9	[['motif_0', 28, 0.000153]]	1006051.0	1006191.0	141.0	584.0	antisense_467_ss.jpg
antisense_468	1007093	+	909	RNA	Intrinsic	1007679.0	1007689.0	-110.0	NA	1007125.0	1007689.0	565.0	597.0	antisense_468_ss.jpg
antisense_469	1013553	+	909	RNA	RhoDep	1014105.0	1014183.0	-130.5	NA	1013559.0	1014333.0	775.0	781.0	antisense_469_ss.jpg
antisense_476	1023680	+	909	RNA	RhoDep	1024525.0	1024603.0	-160.8	NA	1024137.0	1024753.0	617.0	1074.0	antisense_476_ss.jpg
antisense_477	1025631	+	885	RNA	RhoDep	1026239.0	1026317.0	-120.7	[['motif_0', 29, 0.00237]]	1026042.0	1026467.0	426.0	837.0	antisense_477_ss.jpg
antisense_483	1033303	+	909	COD	RhoDep	1034015.0	1034093.0	NA	[['motif_0', 27, 0.000301], ['motif_1', 7, 5.86e-08]]	1033309.0	1034243.0	935.0	941.0	
antisense_484	1042075	+	909	COD	RhoDep	1042271.0	1042349.0	NA	[['motif_0', 29, 0.00113], ['motif_3', 24, 0.000684]]	1042111.0	1042499.0	389.0	425.0	
antisense_487	1046582	+	550	RNA	RhoDep	1046877.0	1046955.0	-93.0	[['motif_0', 28, 0.00193], ['motif_3', 20, 0.000944]]	1046875.0	1047105.0	231.0	524.0	antisense_487_ss.jpg
antisense_488	1047132	+	763	COD	RhoDep	1047615.0	1047693.0	NA	[['motif_0', 27, 0.000343]]	1047132.0	1047843.0	712.0	712.0	
antisense_506	1060804	+	909	RNA	RhoDep	1061707.0	1061785.0	-169.3	NA	1061490.0	1061935.0	446.0	1132.0	antisense_506_ss.jpg
antisense_509	1063660	+	440	RNA	NA	NA	NA	-62.6	[['motif_3', 23, 0.000684]]	1063881.0	1064030.0	150.0	371.0	antisense_509_ss.jpg
antisense_510	1064100	+	909	RNA	RhoDep	1064876.0	1064954.0	-159.81	[['motif_0', 28, 0.000231], ['motif_3', 7, 0.000684]]	1064111.0	1065104.0	994.0	1005.0	antisense_510_ss.jpg
antisense_511	1066460	+	716	RNA	NA	NA	NA	-4.0	[['motif_3', 8, 0.000944]]	1066465.0	1066491.0	27.0	32.0	antisense_511_ss.jpg
antisense_513	1067176	+	71	COD	NA	NA	NA	NA	[['motif_0', 26, 0.00317], ['motif_3', 5, 0.000684]]	1067199.0	1067237.0	39.0	62.0	
antisense_514	1067247	+	909	RNA	RhoDep	1067703.0	1067781.0	-104.3	[['motif_1', 6, 7.54e-08]]	1067597.0	1067931.0	335.0	685.0	antisense_514_ss.jpg
antisense_515	1068944	+	909	RNA	NA	NA	NA	-62.3	[['motif_0', 27, 0.000132]]	1069335.0	1069376.0	42.0	433.0	antisense_515_ss.jpg
antisense_516	1073266	+	909	RNA	NA	NA	NA	-65.1	NA	1073712.0	1073750.0	39.0	485.0	antisense_516_ss.jpg
antisense_517	1076084	+	909	RNA	RhoDep	1076835.0	1076913.0	-140.8	[['motif_0', 30, 0.000717]]	1076703.0	1077063.0	361.0	980.0	antisense_517_ss.jpg
antisense_518	1077110	+	909	RNA	RhoDep	1077266.0	1077344.0	-63.44	[['motif_0', 29, 0.000343]]	1077227.0	1077494.0	268.0	385.0	antisense_518_ss.jpg
antisense_519	1081974	+	909	RNA	RhoDep	1082290.0	1082368.0	-70.9	NA	1081999.0	1082518.0	520.0	545.0	antisense_519_ss.jpg
antisense_527	1094947	+	400	RNA	NA	NA	NA	-7.5	[['motif_0', 26, 0.00157]]	1094971.0	1094997.0	27.0	51.0	antisense_527_ss.jpg
antisense_538	1108411	+	282	COD	RhoDep	1108494.0	1108572.0	NA	NA	1108412.0	1108722.0	311.0	312.0	
antisense_539	1108693	+	317	RNA	RhoDep	1108848.0	1108926.0	-53.14	[['motif_0', 28, 5.26e-05]]	1108840.0	1109076.0	237.0	384.0	antisense_539_ss.jpg
antisense_544	1115944	+	909	RNA	RhoDep	1116653.0	1116731.0	-144.4	[['motif_0', 27, 3.15e-05]]	1116358.0	1116881.0	524.0	938.0	antisense_544_ss.jpg
antisense_545	1123448	+	909	RNA	RhoDep	1124079.0	1124157.0	-148.1	[['motif_0', 28, 4.77e-07]]	1124059.0	1124307.0	249.0	860.0	antisense_545_ss.jpg
antisense_546	1127031	+	909	COD	RhoDep	1127733.0	1127811.0	NA	NA	1127095.0	1127961.0	867.0	931.0	
antisense_547	1133474	+	909	RNA	RhoDep	1134031.0	1134109.0	-133.5	[['motif_0', 28, 0.0005]]	1133658.0	1134259.0	602.0	786.0	antisense_547_ss.jpg
antisense_548	1134648	+	38	RNA	NA	NA	NA	0.0	NA	1134651.0	1134659.0	9.0	12.0	antisense_548_ss.jpg
antisense_549	1134686	+	901	RNA	NA	NA	NA	-90.8	NA	1135439.0	1135501.0	63.0	816.0	antisense_549_ss.jpg
antisense_550	1135587	+	424	RNA	NA	NA	NA	-26.4	[['motif_0', 27, 0.000806]]	1135798.0	1135836.0	39.0	250.0	antisense_550_ss.jpg
antisense_551	1136011	+	909	RNA	NA	NA	NA	-158.6	[['motif_0', 29, 0.00193]]	1136852.0	1136902.0	51.0	892.0	antisense_551_ss.jpg
antisense_552	1140063	+	573	RNA	NA	NA	NA	-73.5	[['motif_0', 18, 0.000343]]	1140594.0	1140635.0	42.0	573.0	antisense_552_ss.jpg
antisense_554	1142533	+	140	RNA	RhoDep	1142593.0	1142671.0	-50.7	NA	1142561.0	1142821.0	261.0	289.0	antisense_554_ss.jpg
antisense_555	1142673	+	335	RNA	NA	NA	NA	-39.1	NA	1142794.0	1142847.0	54.0	175.0	antisense_555_ss.jpg
antisense_556	1145116	+	909	RNA	RhoDep	1145443.0	1145521.0	-81.05	[['motif_0', 28, 0.00157]]	1145297.0	1145671.0	375.0	556.0	antisense_556_ss.jpg
antisense_557	1155682	+	707	RNA	RhoDep	1156031.0	1156109.0	-81.4	[['motif_0', 27, 0.000905]]	1155870.0	1156259.0	390.0	578.0	antisense_557_ss.jpg
antisense_558	1156389	+	899	RNA	RhoDep	1156607.0	1156685.0	-86.1	[['motif_0', 28, 0.000153], ['motif_3', 14, 0.000944]]	1156544.0	1156835.0	292.0	447.0	antisense_558_ss.jpg
antisense_559	1157288	+	351	RNA	NA	NA	NA	-8.3	[['motif_0', 30, 0.000637]]	1157310.0	1157354.0	45.0	67.0	antisense_559_ss.jpg
antisense_563	1163561	+	909	RNA	RhoDep	1164212.0	1164290.0	-138.29	NA	1164008.0	1164440.0	433.0	880.0	antisense_563_ss.jpg
antisense_565	1169044	+	218	RNA	NA	NA	NA	0.0	[['motif_0', 14, 0.00214]]	1169053.0	1169070.0	18.0	27.0	antisense_565_ss.jpg
antisense_566	1169262	+	601	RNA	NA	NA	NA	-52.7	[['motif_0', 29, 0.000442]]	1169591.0	1169641.0	51.0	380.0	antisense_566_ss.jpg
antisense_569	1174912	+	909	RNA	RhoDep	1175421.0	1175499.0	-101.5	NA	1174912.0	1175649.0	738.0	738.0	antisense_569_ss.jpg
antisense_577	1194704	+	909	RNA	NA	NA	NA	-94.1	[['motif_0', 28, 0.000717]]	1195267.0	1195326.0	60.0	623.0	antisense_577_ss.jpg
antisense_578	1196075	+	311	RNA	Intrinsic	1196373.0	1196391.0	-54.0	[['motif_0', 16, 0.00237], ['motif_3', 11, 0.000944]]	1196141.0	1196391.0	251.0	317.0	antisense_578_ss.jpg
antisense_579	1196386	+	558	RNA	NA	NA	NA	0.0	[['motif_0', 29, 0.000389]]	1196390.0	1196404.0	15.0	19.0	antisense_579_ss.jpg
antisense_580	1196944	+	450	COD	RhoDep	1197170.0	1197248.0	NA	[['motif_0', 29, 0.000301]]	1197007.0	1197398.0	392.0	455.0	
antisense_590	1220983	+	909	COD	RhoDep	1221803.0	1221881.0	NA	[['motif_0', 29, 0.000905]]	1221078.0	1222031.0	954.0	1049.0	
antisense_591	1225552	+	909	RNA	RhoDep	1226021.0	1226099.0	-103.8	NA	1225815.0	1226249.0	435.0	698.0	antisense_591_ss.jpg
antisense_592	1227836	+	909	RNA	RhoDep	1228244.0	1228322.0	-96.7	NA	1228178.0	1228472.0	295.0	637.0	antisense_592_ss.jpg
antisense_593	1234201	+	578	RNA	RhoDep	1234586.0	1234664.0	-98.9	[['motif_0', 28, 0.000301]]	1234296.0	1234814.0	519.0	614.0	antisense_593_ss.jpg
antisense_595	1240579	+	909	RNA	RhoDep	1240964.0	1241042.0	-91.0	[['motif_0', 28, 0.000389], ['motif_1', 5, 4.9e-09]]	1240761.0	1241192.0	432.0	614.0	antisense_595_ss.jpg
antisense_596	1244649	+	497	RNA	NA	NA	NA	-89.4	NA	1244649.0	1245120.0	472.0	472.0	antisense_596_ss.jpg
antisense_599	1257652	+	909	COD	RhoDep	1258200.0	1258278.0	NA	[['motif_0', 28, 0.00127]]	1257697.0	1258428.0	732.0	777.0	
antisense_609	1269819	+	909	RNA	NA	NA	NA	-146.3	[['motif_0', 16, 8.46e-05]]	1269832.0	1270721.0	890.0	903.0	antisense_609_ss.jpg
antisense_610	1271001	+	909	RNA	RhoDep	1271899.0	1271977.0	-193.7	[['motif_0', 28, 0.000806]]	1271001.0	1272127.0	1127.0	1127.0	antisense_610_ss.jpg
antisense_616	1285031	+	909	RNA	NA	NA	NA	-158.5	NA	1285031.0	1285939.0	909.0	909.0	antisense_616_ss.jpg
antisense_620	1290650	+	592	RNA	RhoDep	1291011.0	1291089.0	-96.1	NA	1290937.0	1291239.0	303.0	590.0	antisense_620_ss.jpg
antisense_621	1291242	+	909	RNA	RhoDep	1292085.0	1292163.0	-210.9	[['motif_0', 29, 0.000637]]	1291618.0	1292313.0	696.0	1072.0	antisense_621_ss.jpg
antisense_622	1299167	+	870	RNA	NA	NA	NA	-113.81	[['motif_0', 28, 0.00101]]	1299946.0	1299993.0	48.0	827.0	antisense_622_ss.jpg
antisense_623	1300037	+	909	RNA	NA	NA	NA	-142.4	NA	1300037.0	1300945.0	909.0	909.0	antisense_623_ss.jpg
antisense_632	1318163	+	398	RNA	NA	NA	NA	-28.0	NA	1318334.0	1318360.0	27.0	198.0	antisense_632_ss.jpg
antisense_638	1341055	+	196	RNA	NA	NA	NA	-4.2	NA	1341060.0	1341080.0	21.0	26.0	antisense_638_ss.jpg
antisense_639	1341251	+	493	COD	NA	NA	NA	NA	NA	1341338.0	1341694.0	357.0	444.0	
antisense_640	1341744	+	909	RNA	RhoDep	1342112.0	1342190.0	-86.94	NA	1341745.0	1342340.0	596.0	597.0	antisense_640_ss.jpg
antisense_641	1344528	+	510	RNA	NA	NA	NA	-27.0	[['motif_0', 29, 7.81e-06]]	1344788.0	1344805.0	18.0	278.0	antisense_641_ss.jpg
antisense_642	1345038	+	909	RNA	Intrinsic	1345587.0	1345599.0	-92.0	[['motif_0', 29, 2.18e-05]]	1345038.0	1345599.0	562.0	562.0	antisense_642_ss.jpg
antisense_643	1347429	+	335	RNA	NA	NA	NA	-29.6	[['motif_0', 29, 0.000389]]	1347640.0	1347669.0	30.0	241.0	antisense_643_ss.jpg
antisense_644	1347764	+	824	RNA	RhoDep	1348334.0	1348412.0	-133.7	[['motif_3', 29, 0.000944]]	1347764.0	1348562.0	799.0	799.0	antisense_644_ss.jpg
antisense_645	1348588	+	196	RNA	NA	NA	NA	-18.5	[['motif_0', 29, 0.00237]]	1348742.0	1348774.0	33.0	187.0	antisense_645_ss.jpg
antisense_646	1348784	+	581	RNA	NA	NA	NA	-19.6	[['motif_0', 28, 0.00127]]	1348903.0	1348944.0	42.0	161.0	antisense_646_ss.jpg
antisense_647	1349365	+	382	RNA	NA	NA	NA	-22.5	[['motif_0', 30, 0.000717]]	1349494.0	1349517.0	24.0	153.0	antisense_647_ss.jpg
antisense_648	1349747	+	909	RNA	NA	NA	NA	-114.94	[['motif_0', 17, 0.00157]]	1349747.0	1350655.0	909.0	909.0	antisense_648_ss.jpg
antisense_649	1351022	+	909	RNA	RhoDep	1351241.0	1351319.0	-79.5	[['motif_0', 28, 0.000231]]	1351022.0	1351469.0	448.0	448.0	antisense_649_ss.jpg
antisense_655	1352036	+	320	RNA	NA	NA	NA	-15.57	NA	1352237.0	1352266.0	30.0	231.0	antisense_655_ss.jpg
antisense_650	1352356	+	172	RNA	NA	NA	NA	-3.4	[['motif_0', 29, 0.000806]]	1352461.0	1352481.0	21.0	126.0	antisense_650_ss.jpg
antisense_651	1352528	+	909	RNA	RhoDep	1353316.0	1353394.0	-181.5	NA	1352529.0	1353544.0	1016.0	1017.0	antisense_651_ss.jpg
antisense_652	1355877	+	909	RNA	NA	NA	NA	-134.1	[['motif_0', 16, 0.00261]]	1355877.0	1356785.0	909.0	909.0	antisense_652_ss.jpg
antisense_653	1357809	+	134	RNA	NA	NA	NA	-7.3	[['motif_0', 4, 0.000565]]	1357837.0	1357872.0	36.0	64.0	antisense_653_ss.jpg
antisense_654	1357943	+	909	RNA	RhoDep	1358561.0	1358639.0	-111.2	[['motif_0', 29, 1.48e-05]]	1357943.0	1358789.0	847.0	847.0	antisense_654_ss.jpg
antisense_656	1362804	+	909	COD	RhoDep	1363175.0	1363253.0	NA	NA	1362820.0	1363403.0	584.0	600.0	
antisense_657	1364200	+	909	RNA	RhoDep	1365077.0	1365155.0	-164.1	[['motif_3', 2, 0.000944]]	1364200.0	1365305.0	1106.0	1106.0	antisense_657_ss.jpg
antisense_658	1365987	+	909	RNA	RhoDep	1366410.0	1366488.0	-70.2	[['motif_0', 28, 0.000343]]	1366093.0	1366638.0	546.0	652.0	antisense_658_ss.jpg
antisense_659	1371990	+	724	RNA	RhoDep	1372240.0	1372318.0	-65.9	[['motif_0', 29, 0.00174]]	1372053.0	1372468.0	416.0	479.0	antisense_659_ss.jpg
antisense_660	1372714	+	909	RNA	RhoDep	1373512.0	1373590.0	-155.3	NA	1372716.0	1373740.0	1025.0	1027.0	antisense_660_ss.jpg
antisense_662	1377628	+	540	COD	NA	NA	NA	NA	[['motif_0', 27, 0.000132]]	1377691.0	1378029.0	339.0	402.0	
antisense_669	1393667	+	909	RNA	NA	NA	NA	-107.54	[['motif_0', 16, 0.00127]]	1394287.0	1394319.0	33.0	653.0	antisense_669_ss.jpg
antisense_670	1399722	+	890	RNA	RhoDepWithHP	1400294.0	1400519.0	-109.87	[['motif_3', 11, 0.000684]]	1399875.0	1400519.0	645.0	798.0	antisense_670_ss.jpg
antisense_671	1400612	+	909	RNA	RhoDep	1400889.0	1400967.0	-104.0	NA	1400685.0	1401117.0	433.0	506.0	antisense_671_ss.jpg
antisense_672	1405730	+	863	RNA	RhoDep	1406070.0	1406148.0	-83.7	[['motif_0', 28, 3.15e-05]]	1405730.0	1406298.0	569.0	569.0	antisense_672_ss.jpg
antisense_673	1406593	+	909	RNA	Intrinsic	1407454.0	1407474.0	-150.0	[['motif_0', 27, 0.000343], ['motif_3', 13, 0.000684]]	1406595.0	1407474.0	880.0	882.0	antisense_673_ss.jpg
antisense_674	1415698	+	909	RNA	Intrinsic	1416564.0	1416576.0	-145.3	NA	1416460.0	1416576.0	117.0	879.0	antisense_674_ss.jpg
antisense_675	1420412	+	909	COD	RhoDep	1420447.0	1420525.0	NA	[['motif_0', 28, 7.25e-05]]	1420419.0	1420675.0	257.0	264.0	
antisense_676	1421786	+	909	COD	RhoDep	1422652.0	1422730.0	NA	[['motif_0', 29, 0.000905]]	1421786.0	1422880.0	1095.0	1095.0	
antisense_677	1422955	+	246	COD	RhoDep	1422998.0	1423076.0	NA	[['motif_0', 19, 2.25e-06]]	1422962.0	1423226.0	265.0	272.0	
antisense_678	1423201	+	909	COD	RhoDep	1423729.0	1423807.0	NA	[['motif_0', 28, 2.63e-05]]	1423436.0	1423957.0	522.0	757.0	
antisense_679	1424344	+	909	RNA	RhoDep	1424398.0	1424476.0	-55.2	NA	1424345.0	1424626.0	282.0	283.0	antisense_679_ss.jpg
antisense_680	1426410	+	689	COD	RhoDep	1426710.0	1426788.0	NA	NA	1426701.0	1426938.0	238.0	529.0	
antisense_681	1427099	+	909	RNA	RhoDep	1427934.0	1428012.0	-152.8	[['motif_0', 27, 0.00127], ['motif_3', 13, 0.000944]]	1427099.0	1428162.0	1064.0	1064.0	antisense_681_ss.jpg
antisense_682	1428305	+	464	RNA	NA	NA	NA	-44.4	[['motif_0', 27, 0.000637]]	1428628.0	1428669.0	42.0	365.0	antisense_682_ss.jpg
antisense_683	1428769	+	909	RNA	RhoDep	1429539.0	1429617.0	-144.12	[['motif_0', 29, 0.000565], ['motif_3', 4, 0.000684]]	1428769.0	1429767.0	999.0	999.0	antisense_683_ss.jpg
antisense_684	1434771	+	909	RNA	RhoDep	1435173.0	1435251.0	-108.4	[['motif_0', 25, 0.00288]]	1434846.0	1435401.0	556.0	631.0	antisense_684_ss.jpg
antisense_689	1448211	+	909	RNA	RhoDep	1448837.0	1448915.0	-132.3	NA	1448211.0	1449065.0	855.0	855.0	antisense_689_ss.jpg
