transcript_id	position	strand	alignedTo	same_classification?	source	score	z_score	winner	GenomeStart	PredictionStart	GenomeEnd	PredictionEnd
antisense_225	485766	-	CP059373.1 (963585-964490)	True	QRNA	22.851	1.48	RNA	484859.0	484859.0	485766.0	485766.0
antisense_226	487985	+		OTH Found	CNIT	-0.451	-0.398	RNA	487985.0	488146.0	488895.0	488199.0
antisense_227	488992	+		OTH Found	CNIT	-0.477	-0.12	RNA	488992.0	489283.0	489426.0	489315.0
antisense_228	489426	+	CP022347.1 (723011-723533)	False	QRNA	11.87	-0.229	COD	489430.0	489447.0	489952.0	489950.0
antisense_229	489961	+	CP076657.1 (953008-952134)	True	QRNA	14.582	0.492	RNA	489961.0	490128.0	490870.0	490870.0
antisense_230	492078	-		OTH Found	CNIT	-0.489	0.007	RNA	491716.0	491901.0	492078.0	491945.0
antisense_231	493921	-	CP061537.1 (1210637-1211545)	True	QRNA	22.855	1.48	RNA	493013.0	493013.0	493921.0	493921.0
antisense_232	502175	-	HG326877.1 (1488658-1489561)	True	QRNA	15.679	0.623	RNA	501266.0	501520.0	502175.0	502175.0
antisense_233	504163	-		OTH Found	CNIT	-0.475	-0.137	RNA	503253.0	503488.0	504163.0	503529.0
antisense_234	507096	-		OTH Found	CNIT	-0.476	-0.13	RNA	506186.0	506542.0	507096.0	506577.0
antisense_235	509288	-	CP007778.1 (760822-761719)	True	QRNA	20.385	1.185	RNA	508388.0	508388.0	509288.0	509288.0
antisense_236	509334	-	CP053848.1 (825412-825455)	False	QRNA	10.23	-0.342	COD	509289.0	509294.0	509332.0	509326.0
antisense_237	509445	-	CP053844.1 (1259572-1259676)	False	QRNA	12.333	-0.197	COD	509335.0	509339.0	509439.0	509419.0
antisense_238	512357	-		OTH Found	CNIT	-0.48	-0.082	RNA	511447.0	511537.0	512357.0	511608.0
antisense_239	516926	-	LS483295.1 (541239-540330)	True	QRNA	22.141	1.395	RNA	516017.0	516017.0	516926.0	516926.0
antisense_240	517362	-		OTH Found	CNIT	-0.523	0.377	RNA	516926.0	517324.0	517362.0	517347.0
antisense_241	520887	+	CP076657.1 (885641-886276)	True	QRNA	14.164	0.442	RNA	520887.0	520887.0	521521.0	521521.0
antisense_242	523158	-		OTH Found	CNIT	-0.346	-1.516	RNA	522248.0	522782.0	523158.0	522922.0
antisense_243	523491	-		OTH Found	CNIT	-0.492	0.045	RNA	523158.0	523223.0	523491.0	523249.0
antisense_244	524004	+		OTH Found	CNIT	-0.507	0.206	RNA	524004.0	524213.0	524398.0	524242.0
antisense_245	524398	+		OTH Found	CNIT	-0.436	-0.557	RNA	524398.0	524903.0	525089.0	524950.0
antisense_246	526653	-		OTH Found	CNIT	-0.49	0.017	RNA	525743.0	526173.0	526653.0	526256.0
antisense_247	528350	-	CP101195.1 (528350-527441)	True	QRNA	21.502	1.319	RNA	527441.0	527441.0	528350.0	528350.0
antisense_248	528700	-		OTH Found	CNIT	-0.539	0.546	RNA	528350.0	528506.0	528700.0	528553.0
antisense_249	530783	-		OTH Found	CNIT	-0.429	-0.623	RNA	529873.0	530544.0	530783.0	530609.0
antisense_251	531009	-		OTH Found	CNIT	-0.603	1.221	RNA	530783.0	530932.0	531009.0	530958.0
antisense_252	531796	-		OTH Found	CNIT	-0.456	-0.335	RNA	531009.0	531227.0	531796.0	531277.0
antisense_253	533951	-		OTH Found	CNIT	-0.457	-0.325	RNA	533298.0	533522.0	533951.0	533632.0
antisense_254	537481	-		OTH Found	CNIT	-0.495	0.075	RNA	536571.0	536798.0	537481.0	536839.0
antisense_255	538212	+	CP076657.1 (838955-838058)	True	QRNA	22.416	1.428	RNA	538212.0	538212.0	539121.0	539121.0
antisense_256	550859	+	CP031611.1 (741202-740377)	True	QRNA	12.581	0.253	RNA	550860.0	550860.0	551662.0	551662.0
antisense_257	551663	+	CP076657.1 (572140-571660)	True	QRNA	4.175	-0.751	RNA	551663.0	551663.0	552157.0	552157.0
antisense_258	552158	+		OTH Found	CNIT	-0.444	-0.463	RNA	552158.0	552659.0	553068.0	552721.0
antisense_259	559187	+		OTH Found	CNIT	-0.6	1.197	RNA	559187.0	559190.0	559299.0	559207.0
antisense_260	559299	+	CP085963.1 (1285479-1285516)	False	QRNA	6.943	-0.568	COD	559300.0	559302.0	559337.0	559334.0
antisense_261	559350	+	CP059373.1 (893878-893083)	False	QRNA	1.551	-0.938	COD	559353.0	559353.0	560148.0	560146.0
antisense_262	560149	+		OTH Found	CNIT	-0.512	0.251	RNA	560149.0	560557.0	560782.0	560604.0
antisense_263	560782	+	CP065357.1 (733147-732238)	True	QRNA	12.679	0.265	RNA	560782.0	560782.0	561691.0	561691.0
antisense_264	562920	-	OU701459.1 (266093-266624)	False	QRNA	17.895	0.186	COD	562387.0	562461.0	562918.0	562872.0
antisense_265	568297	-		OTH Found	CNIT	-0.495	0.077	RNA	567387.0	567513.0	568297.0	567563.0
antisense_266	568769	-	CP059597.1 (369541-369071)	True	QRNA	9.539	-0.11	RNA	568298.0	568298.0	568768.0	568768.0
antisense_267	572472	+		OTH Found	CNIT	-0.646	1.68	RNA	572472.0	572512.0	572712.0	572547.0
antisense_268	572712	+	LR134534.1 (977129-976750)	True	QRNA	9.936	-0.063	RNA	572719.0	572719.0	573102.0	573102.0
antisense_269	576173	-	CP007774.1 (753597-754499)	True	QRNA	46.905	2.181	COD	575268.0	575338.0	576170.0	576170.0
antisense_270	576844	-	CP022347.1 (937024-937690)	False	QRNA	3.917	-0.776	COD	576178.0	576183.0	576844.0	576793.0
antisense_271	577945	-		OTH Found	CNIT	-0.564	0.814	RNA	577035.0	577154.0	577945.0	577171.0
antisense_272	581770	-		OTH Found	CNIT	-0.521	0.352	RNA	580860.0	581602.0	581770.0	581658.0
antisense_273	582234	-		OTH Found	CNIT	-0.485	-0.03	RNA	581770.0	582010.0	582234.0	582045.0
antisense_274	582717	-		OTH Found	CNIT	-0.54	0.555	RNA	582234.0	582578.0	582717.0	582610.0
antisense_275	583452	-		OTH Found	CNIT	-0.551	0.674	RNA	582717.0	582739.0	583452.0	582768.0
antisense_276	583820	-		OTH Found	CNIT	-0.626	1.469	RNA	583452.0	583600.0	583820.0	583620.0
antisense_277	587535	-		OTH Found	CNIT	-0.494	0.061	RNA	586625.0	587334.0	587535.0	587363.0
antisense_278	588673	-	CP050683.1 (591781-590885)	True	QRNA	26.111	1.869	RNA	587764.0	587764.0	588673.0	588673.0
antisense_279	589379	-		OTH Found	CNIT	-0.413	-0.799	RNA	588673.0	589220.0	589379.0	589378.0
antisense_280	589626	-		OTH Found	CNIT	-0.432	-0.591	RNA	589379.0	589379.0	589626.0	589525.0
antisense_281	591678	+	CP037747.1 (435394-434616)	True	QRNA	25.516	1.798	RNA	591678.0	591746.0	592456.0	592456.0
antisense_282	598686	-	CP059373.1 (854947-855857)	True	QRNA	17.508	0.842	RNA	597777.0	597777.0	598686.0	598686.0
antisense_283	599888	+		OTH Found	CNIT	0.632	0.832	COD	599888.0	600510.0	600798.0	600710.0
antisense_284	603168	-	CP076657.1 (849054-849940)	True	QRNA	29.975	2.331	RNA	602276.0	602276.0	603168.0	603168.0
antisense_285	603461	-		OTH Found	CNIT	-0.418	-0.746	RNA	603168.0	603226.0	603461.0	603330.0
antisense_286	607689	-		OTH Found	CNIT	-0.435	-0.562	RNA	606779.0	607100.0	607689.0	607162.0
antisense_287	608476	-		OTH Found	CNIT	-0.388	-1.063	RNA	607689.0	608412.0	608476.0	608465.0
antisense_288	613207	+		OTH Found	CNIT	-0.454	-0.367	RNA	613207.0	613904.0	614117.0	613948.0
antisense_289	617308	+	CP071574.1 (618354-618415)	False	QRNA	1.535	-0.939	COD	617308.0	617312.0	617369.0	617362.0
antisense_290	617370	+		OTH Found	CNIT	-0.577	0.943	RNA	617370.0	617549.0	617636.0	617569.0
antisense_291	617636	+		OTH Found	CNIT	-0.879	4.156	RNA	617636.0	617638.0	617689.0	617652.0
antisense_292	617689	+	CP063536.1 (556451-557345)	True	QRNA	40.657	3.606	RNA	617701.0	617701.0	618595.0	618595.0
antisense_293	621952	+		OTH Found	CNIT	-0.466	-0.232	RNA	621952.0	622303.0	622768.0	622353.0
antisense_294	623017	-		OTH Found	CNIT	-0.556	0.72	RNA	622645.0	622681.0	623017.0	622713.0
antisense_295	626508	-		OTH Found	CNIT	0.548	-1.198	COD	625598.0	625958.0	626508.0	626068.0
antisense_296	626800	-	LR698976.1 (23238-23520)	False	QRNA	8.684	-0.448	COD	626516.0	626532.0	626798.0	626792.0
antisense_297	626859	-		OTH Found	CNIT	-0.616	1.368	RNA	626800.0	626817.0	626859.0	626828.0
antisense_298	627279	-	CP047482.1 (1320692-1320279)	True	QRNA	15.389	0.589	RNA	626860.0	626860.0	627279.0	627279.0
antisense_299	628334	-		OTH Found	CNIT	-0.406	-0.875	RNA	627424.0	627934.0	628334.0	627972.0
antisense_300	630879	-		OTH Found	CNIT	0.594	-0.091	COD	629969.0	630416.0	630879.0	630622.0
antisense_301	632913	-	CP059597.1 (422121-421211)	True	QRNA	11.728	0.151	RNA	632004.0	632004.0	632911.0	632911.0
antisense_302	635315	+		OTH Found	CNIT	-0.504	0.174	RNA	635315.0	635548.0	635671.0	635610.0
antisense_304	637695	-	CP043426.1 (1115237-1116098)	True	QRNA	11.332	0.104	RNA	636834.0	636834.0	637695.0	637695.0
antisense_305	638501	+		OTH Found	CNIT	-0.641	1.631	RNA	638501.0	638514.0	638604.0	638525.0
antisense_306	638604	+		OTH Found	CNIT	-0.711	2.375	RNA	638604.0	638629.0	638675.0	638655.0
antisense_307	638675	+		OTH Found	CNIT	-0.527	0.42	RNA	638675.0	638740.0	639384.0	638769.0
antisense_308	639384	+		OTH Found	CNIT	-0.478	-0.104	RNA	639384.0	639523.0	639972.0	639555.0
antisense_309	641346	+		OTH Found	CNIT	-0.518	0.32	RNA	641346.0	641389.0	641452.0	641406.0
antisense_310	641452	+	CP076657.1 (661351-660979)	False	QRNA	27.717	0.861	COD	641454.0	641472.0	641826.0	641777.0
antisense_311	642460	-	OU701459.1 (847805-847328)	False	QRNA	0.354	-1.021	COD	641979.0	642087.0	642456.0	642422.0
antisense_312	643445	-	CP007770.1 (587562-586720)	False	QRNA	20.755	0.382	COD	642599.0	642789.0	643443.0	643304.0
antisense_313	644852	+	CP007770.1 (1196899-1197808)	True	QRNA	19.91	1.129	RNA	644852.0	644852.0	645761.0	645761.0
antisense_314	647891	+		OTH Found	CNIT	-0.614	1.339	RNA	647891.0	647927.0	648266.0	647959.0
antisense_315	649496	+	LS483295.1 (601156-602064)	True	QRNA	23.172	1.518	RNA	649497.0	649497.0	650405.0	650405.0
antisense_316	652353	-		OTH Found	CNIT	-0.532	0.467	RNA	651443.0	651531.0	652353.0	651593.0
antisense_317	660319	-	CP063083.1 (863552-864461)	False	QRNA	11.013	-0.288	COD	659410.0	659420.0	660319.0	660166.0
antisense_318	661794	-	LR134471.1 (918818-919681)	True	QRNA	10.851	0.047	RNA	660889.0	660889.0	661794.0	661794.0
antisense_319	666498	-		OTH Found	CNIT	-0.474	-0.15	RNA	665588.0	666169.0	666498.0	666222.0
antisense_320	670711	-	CP022347.1 (516019-515145)	False	QRNA	5.393	-0.674	COD	669835.0	669903.0	670709.0	670709.0
antisense_321	673782	-	CP022347.1 (254292-255195)	False	QRNA	21.193	0.412	COD	672879.0	673055.0	673782.0	673720.0
antisense_322	677040	+	CP059597.1 (464075-464978)	True	QRNA	21.412	1.308	RNA	677040.0	677040.0	677923.0	677923.0
antisense_323	678684	+		OTH Found	CNIT	-0.523	0.376	RNA	678684.0	678824.0	679594.0	678850.0
antisense_324	682095	-	CP022347.1 (1358051-1358737)	True	QRNA	6.626	-0.458	RNA	681409.0	681409.0	682095.0	682095.0
antisense_325	683539	-		OTH Found	CNIT	-0.497	0.098	RNA	682629.0	683223.0	683539.0	683273.0
antisense_326	683806	-		OTH Found	CNIT	-0.52	0.339	RNA	683539.0	683567.0	683806.0	683632.0
antisense_327	686468	-	CP065357.1 (620130-621038)	True	QRNA	17.685	0.863	RNA	685559.0	685962.0	686468.0	686468.0
antisense_328	686882	-	CP022347.1 (1355310-1355717)	False	QRNA	6.486	-0.599	COD	686469.0	686528.0	686876.0	686842.0
antisense_329	689419	-	OU532558.1 (725129-724578)	True	QRNA	22.947	1.491	RNA	688848.0	688848.0	689419.0	689419.0
antisense_330	690552	-	CP012224.1 (637572-636666)	True	QRNA	21.552	1.325	RNA	689643.0	689643.0	690552.0	690552.0
antisense_331	691329	-	CP066243.1 (169939-170691)	True	QRNA	16.415	0.711	RNA	690553.0	690553.0	691329.0	691329.0
antisense_332	693910	-	CP012224.1 (640933-640025)	True	QRNA	14.342	0.464	RNA	693001.0	693001.0	693910.0	693910.0
antisense_333	694594	-		OTH Found	CNIT	-0.442	-0.487	RNA	693910.0	694011.0	694594.0	694073.0
antisense_334	695085	-		OTH Found	CNIT	-0.502	0.145	RNA	694594.0	694626.0	695085.0	694667.0
orphan_9	696052	+	CP076509.1 (36200-36591)	True	QRNA	12.276	0.217	RNA	696052.0	696052.0	696423.0	696423.0
antisense_335	697505	-		OTH Found	CNIT	-0.33	-1.681	RNA	696595.0	696894.0	697505.0	697163.0
orphan_11	698375	+	CP059597.1 (206825-207225)	True	QRNA	21.043	1.264	RNA	698382.0	698382.0	698736.0	698736.0
antisense_336	698666	-	AF074836.1 (703-1)	True	QRNA	24.002	1.617	RNA	697990.0	697990.0	698666.0	698666.0
antisense_337	703156	-		OTH Found	CNIT	-0.545	0.611	RNA	702246.0	702426.0	703156.0	702485.0
antisense_338	703520	-		OTH Found	CNIT	-0.56	0.769	RNA	703156.0	703365.0	703520.0	703415.0
antisense_339	711215	-	CP058336.1 (681002-680087)	True	QRNA	8.538	-0.23	RNA	710306.0	710306.0	711214.0	711214.0
antisense_340	712836	+	CP037747.1 (88756-87855)	False	QRNA	18.147	0.203	COD	712837.0	712876.0	713738.0	713532.0
antisense_341	715401	+	CP010953.1 (956865-955970)	True	QRNA	2.972	-0.894	RNA	715402.0	715402.0	716297.0	716297.0
antisense_342	716915	+		OTH Found	CNIT	-0.451	-0.394	RNA	716915.0	717376.0	717825.0	717447.0
antisense_344	720829	+	CP041617.1 (382522-383402)	True	QRNA	12.241	0.213	RNA	720832.0	720832.0	721718.0	721718.0
antisense_345	723849	+		OTH Found	CNIT	-0.465	-0.248	RNA	723849.0	723865.0	724144.0	723948.0
antisense_346	724144	+	CP020867.1 (893283-892464)	False	QRNA	2.135	-0.898	COD	724144.0	724144.0	724965.0	724620.0
antisense_347	724967	+		OTH Found	CNIT	-0.717	2.441	RNA	724967.0	725006.0	725040.0	725032.0
antisense_348	725040	+		OTH Found	CNIT	-0.52	0.339	RNA	725040.0	725129.0	725606.0	725164.0
antisense_349	725606	+		OTH Found	CNIT	-0.499	0.113	RNA	725606.0	725949.0	726206.0	726008.0
antisense_350	726206	+		OTH Found	CNIT	-0.49	0.02	RNA	726206.0	727066.0	727116.0	727116.0
antisense_351	729246	-		OTH Found	CNIT	-0.504	0.171	RNA	728412.0	728531.0	729246.0	728584.0
antisense_352	729766	-	CP044262.1 (828165-827646)	False	QRNA	27.023	0.813	COD	729247.0	729321.0	729766.0	729764.0
antisense_353	730560	-	CP076657.1 (899277-900070)	True	QRNA	24.823	1.715	RNA	729767.0	729767.0	730560.0	730560.0
antisense_354	732399	-	CP059597.1 (673329-674254)	True	QRNA	1.638	-1.054	RNA	731492.0	731863.0	732399.0	732322.0
antisense_355	733892	-	CP018793.1 (887265-888174)	False	QRNA	27.434	0.842	COD	732983.0	733117.0	733892.0	733887.0
antisense_356	736451	-	CP076657.1 (816553-817465)	True	QRNA	10.974	0.061	RNA	735542.0	735542.0	736451.0	736102.0
antisense_357	737940	-	CP076510.1 (760126-759221)	True	QRNA	32.332	2.612	RNA	737031.0	737031.0	737939.0	737939.0
antisense_358	740231	-		OTH Found	CNIT	-0.494	0.068	RNA	739321.0	739718.0	740231.0	739774.0
antisense_359	743245	-	CP059597.1 (580261-579481)	True	QRNA	35.997	3.05	RNA	742459.0	742459.0	743240.0	743240.0
antisense_360	743946	-		OTH Found	CNIT	-0.476	-0.129	RNA	743245.0	743352.0	743946.0	743396.0
antisense_361	744152	-	CP041617.1 (1424749-1424556)	False	QRNA	0.068	-1.04	COD	743955.0	743970.0	744148.0	744101.0
antisense_362	744349	-		OTH Found	CNIT	-0.621	1.412	RNA	744152.0	744203.0	744349.0	744226.0
antisense_363	744420	-		OTH Found	CNIT	-0.614	1.337	RNA	744349.0	744396.0	744420.0	744410.0
antisense_364	745010	-		OTH Found	CNIT	-0.524	0.385	RNA	744420.0	744855.0	745010.0	744878.0
antisense_365	745177	-		OTH Found	CNIT	-0.654	1.77	RNA	745010.0	745117.0	745177.0	745128.0
antisense_366	745658	-	LR134534.1 (720360-719877)	True	QRNA	3.69	-0.808	RNA	745178.0	745178.0	745658.0	745455.0
antisense_367	748151	+	CP076657.1 (665979-666644)	True	QRNA	23.846	1.599	RNA	748151.0	748182.0	748817.0	748689.0
antisense_368	748870	+		OTH Found	CNIT	-0.539	0.546	RNA	748870.0	749014.0	749322.0	749043.0
antisense_369	749322	+		OTH Found	CNIT	-0.438	-0.527	RNA	749322.0	749396.0	750232.0	749524.0
antisense_370	758306	-		OTH Found	CNIT	-0.518	0.318	RNA	757396.0	757911.0	758306.0	757934.0
antisense_371	765229	-		OTH Found	CNIT	-0.471	-0.176	RNA	764319.0	765012.0	765229.0	765068.0
antisense_372	765815	-		OTH Found	CNIT	-0.524	0.385	RNA	765229.0	765664.0	765815.0	765687.0
antisense_373	768512	+		OTH Found	CNIT	-0.42	-0.72	RNA	768512.0	768661.0	768876.0	768738.0
antisense_374	770558	-		OTH Found	CNIT	-0.48	-0.088	RNA	769648.0	770029.0	770558.0	770103.0
antisense_375	772763	-	CP020478.1 (913558-914390)	False	QRNA	32.967	1.222	COD	771934.0	771963.0	772753.0	772753.0
antisense_376	773392	-		OTH Found	CNIT	-0.637	1.591	RNA	772763.0	772863.0	773392.0	772886.0
antisense_377	774952	-	CP059373.1 (703601-704493)	True	QRNA	10.461	0.0	RNA	774060.0	774111.0	774952.0	774952.0
antisense_378	775195	+	CP022347.1 (466319-467222)	True	QRNA	40.631	1.749	COD	775201.0	775213.0	776104.0	776073.0
antisense_379	778232	+	CP076657.1 (549055-549476)	True	QRNA	6.267	-0.501	RNA	778232.0	778232.0	778650.0	778593.0
antisense_380	778651	+	CP020478.1 (905449-904542)	True	QRNA	56.436	2.836	COD	778653.0	778654.0	779560.0	779559.0
antisense_381	785784	+	CP059597.1 (619204-620086)	True	QRNA	8.342	-0.253	RNA	785784.0	785784.0	786676.0	786676.0
antisense_382	786677	+		OTH Found	CNIT	-0.59	1.089	RNA	786677.0	786751.0	786884.0	786780.0
antisense_383	786884	+		OTH Found	CNIT	-0.586	1.046	RNA	786884.0	786963.0	787019.0	787010.0
antisense_384	787019	+		OTH Found	CNIT	-0.555	0.713	RNA	787019.0	787353.0	787929.0	787382.0
antisense_385	792340	+		OTH Found	CNIT	-0.479	-0.1	RNA	792340.0	793159.0	793250.0	793221.0
antisense_386	794647	-		OTH Found	CNIT	-0.517	0.305	RNA	793737.0	794068.0	794647.0	794130.0
antisense_387	795693	+		OTH Found	CNIT	-0.582	0.998	RNA	795693.0	795825.0	796039.0	795851.0
antisense_388	796039	+		OTH Found	CNIT	-0.518	0.323	RNA	796039.0	796045.0	796486.0	796128.0
antisense_389	796486	+		OTH Found	CNIT	-0.635	1.565	RNA	796486.0	796573.0	796647.0	796596.0
antisense_390	796647	+	HG326877.1 (1212492-1212140)	False	QRNA	5.324	-0.679	COD	796648.0	796738.0	797000.0	796983.0
antisense_391	797001	+		OTH Found	CNIT	-0.563	0.795	RNA	797001.0	797076.0	797496.0	797099.0
antisense_393	797496	+		OTH Found	CNIT	0.582	-0.374	COD	797496.0	798201.0	798406.0	798356.0
antisense_394	808609	+	CP013034.1 (726263-726327)	False	QRNA	0.039	-1.042	COD	808609.0	808629.0	808673.0	808670.0
antisense_395	808674	+	CP059597.1 (641733-642407)	True	QRNA	13.358	0.346	RNA	808674.0	808674.0	809348.0	809348.0
antisense_396	809350	+		OTH Found	CNIT	-0.442	-0.484	RNA	809350.0	809984.0	810260.0	810019.0
antisense_397	811548	-		OTH Found	CNIT	-0.445	-0.453	RNA	810638.0	810967.0	811548.0	811035.0
antisense_398	812080	-		OTH Found	CNIT	-0.433	-0.588	RNA	811548.0	811595.0	812080.0	811669.0
antisense_399	819419	+	OU701459.1 (800830-800091)	False	QRNA	41.078	1.78	COD	819419.0	819419.0	820161.0	820142.0
antisense_400	822514	+	CP059597.1 (652189-653077)	True	QRNA	10.989	0.063	RNA	822514.0	822514.0	823423.0	823423.0
antisense_401	824242	+	CP041617.1 (977109-976840)	False	QRNA	0.586	-1.005	COD	824245.0	824333.0	824514.0	824404.0
antisense_402	824529	+		OTH Found	CNIT	-0.456	-0.344	RNA	824529.0	824822.0	825439.0	824893.0
antisense_403	826619	+		OTH Found	CNIT	-0.493	0.054	RNA	826619.0	827415.0	827529.0	827447.0
antisense_404	830780	+		OTH Found	CNIT	-0.461	-0.287	RNA	830780.0	830788.0	831221.0	830841.0
antisense_405	831221	+	CP053825.1 (1204424-1205106)	True	QRNA	3.688	-0.809	RNA	831221.0	831221.0	831906.0	831906.0
antisense_406	833001	+		OTH Found	CNIT	-0.489	0.014	RNA	833001.0	833042.0	833911.0	833080.0
antisense_407	835772	+	CP022347.1 (785968-785857)	False	QRNA	15.082	-0.008	COD	835774.0	835777.0	835885.0	835878.0
antisense_408	835890	+	CP040239.1 (923402-923501)	False	QRNA	0.61	-1.003	COD	835890.0	835891.0	835989.0	835908.0
antisense_409	835990	+	CP059597.1 (541830-540922)	True	QRNA	18.595	0.972	RNA	835990.0	835990.0	836899.0	836899.0
antisense_410	838445	+		OTH Found	CNIT	-0.459	-0.305	RNA	838445.0	838857.0	839355.0	838937.0
antisense_411	841010	-	CP007181.1 (904500-904333)	False	QRNA	1.975	-0.909	COD	840841.0	840936.0	841008.0	840998.0
antisense_412	841355	-	CP053831.1 (368482-368142)	False	QRNA	5.986	-0.633	COD	841018.0	841023.0	841355.0	841355.0
antisense_413	843298	+	CP059373.1 (592144-591234)	True	QRNA	17.306	0.818	RNA	843298.0	843331.0	844205.0	844205.0
antisense_414	845369	+	CP037747.1 (133426-132586)	False	QRNA	9.921	-0.363	COD	845369.0	845427.0	846209.0	846142.0
antisense_415	847634	-	HG326877.1 (1121441-1122151)	True	QRNA	19.778	1.113	RNA	846922.0	846922.0	847633.0	847633.0
antisense_416	848119	-	CP031611.1 (470673-471157)	True	QRNA	14.656	0.501	RNA	847635.0	847826.0	848116.0	848116.0
antisense_417	854761	+		OTH Found	CNIT	-0.509	0.223	RNA	854761.0	855014.0	855312.0	855073.0
antisense_418	855312	+		OTH Found	CNIT	-0.487	-0.012	RNA	855312.0	855473.0	855711.0	855547.0
antisense_419	855711	+		OTH Found	CNIT	-0.478	-0.108	RNA	855711.0	856484.0	856584.0	856534.0
antisense_420	856584	+	CP053849.1 (493359-494252)	False	QRNA	15.105	-0.006	COD	856585.0	856639.0	857478.0	857440.0
antisense_421	862691	-	CP059597.1 (520599-521520)	True	QRNA	14.166	0.443	RNA	861782.0	861782.0	862691.0	862586.0
antisense_422	872648	-	CP020867.1 (906000-906241)	True	QRNA	0.778	-1.156	RNA	872373.0	872373.0	872640.0	872624.0
antisense_423	872976	-		OTH Found	CNIT	-0.366	-1.297	RNA	872648.0	872649.0	872976.0	872786.0
antisense_424	875249	+	CP063079.1 (1654670-1653769)	True	QRNA	18.692	0.983	RNA	875257.0	875257.0	876158.0	876158.0
antisense_425	876289	+	CP044161.1 (462485-461577)	True	QRNA	5.007	-0.651	RNA	876290.0	876520.0	877198.0	877172.0
antisense_426	877376	+	CP063090.1 (713-1)	True	QRNA	20.279	1.173	RNA	877376.0	877376.0	878089.0	878089.0
antisense_427	879054	+		OTH Found	CNIT	-0.569	0.866	RNA	879054.0	879108.0	879206.0	879131.0
antisense_428	879206	+		OTH Found	CNIT	-0.453	-0.375	RNA	879206.0	879695.0	880116.0	879772.0
antisense_429	883867	-		OTH Found	CNIT	-0.582	1.003	RNA	883451.0	883733.0	883867.0	883759.0
antisense_430	883900	-		No QRNA hit	CNIT	-0.797	3.292	RNA	883867.0	883889.0	883900.0	883897.0
antisense_431	886476	-		OTH Found	CNIT	-0.554	0.707	RNA	886130.0	886205.0	886476.0	886222.0
antisense_432	894112	+	CP053849.1 (853005-853506)	False	QRNA	31.989	1.155	COD	894113.0	894113.0	894614.0	894595.0
antisense_433	894615	+		OTH Found	CNIT	-0.449	-0.412	RNA	894615.0	894672.0	895525.0	894707.0
antisense_434	896357	+		OTH Found	CNIT	-0.433	-0.589	RNA	896357.0	896648.0	897267.0	896686.0
antisense_435	897893	+	CP020478.1 (773532-772628)	False	QRNA	9.65	-0.381	COD	897898.0	897899.0	898802.0	898655.0
antisense_436	901985	-		OTH Found	CNIT	-0.704	2.295	RNA	901529.0	901746.0	901985.0	901763.0
antisense_438	903048	-		OTH Found	CNIT	-0.538	0.534	RNA	902138.0	902462.0	903048.0	902536.0
antisense_439	903619	-	CP044164.1 (1598091-1597515)	True	QRNA	9.472	-0.118	RNA	903049.0	903049.0	903619.0	903619.0
antisense_440	903681	-		OTH Found	CNIT	-0.676	2.002	RNA	903619.0	903654.0	903681.0	903680.0
antisense_441	904603	-		OTH Found	CNIT	-0.46	-0.303	RNA	904302.0	904437.0	904603.0	904472.0
antisense_442	905221	-		OTH Found	CNIT	-0.54	0.549	RNA	904603.0	904829.0	905221.0	904873.0
antisense_443	905805	-	CP066243.1 (1712986-1713546)	True	QRNA	13.856	0.406	RNA	905222.0	905222.0	905805.0	905805.0
antisense_444	906034	-		OTH Found	CNIT	-0.448	-0.422	RNA	905805.0	905811.0	906034.0	905843.0
antisense_445	908516	-	CP053854.1 (440282-440990)	True	QRNA	4.188	-0.749	RNA	907781.0	907781.0	908516.0	908516.0
antisense_446	909027	-		OTH Found	CNIT	-0.492	0.043	RNA	908516.0	908542.0	909027.0	908565.0
antisense_447	911678	-	LS483295.1 (941863-940954)	True	QRNA	27.752	2.065	RNA	910769.0	910769.0	911678.0	911678.0
antisense_448	917189	-	CP063536.1 (827669-827060)	True	QRNA	23.135	1.514	RNA	916572.0	916572.0	917186.0	917186.0
antisense_449	917685	-		OTH Found	CNIT	-0.5	0.127	RNA	917189.0	917600.0	917685.0	917644.0
antisense_450	917811	-		OTH Found	CNIT	-0.684	2.084	RNA	917685.0	917728.0	917811.0	917739.0
antisense_451	918106	-		OTH Found	CNIT	-0.658	1.81	RNA	917811.0	917923.0	918106.0	917955.0
antisense_452	921399	+	HG326877.1 (1086140-1085254)	True	QRNA	9.804	-0.078	RNA	921414.0	921414.0	922308.0	922308.0
antisense_453	922494	+	CP007777.1 (1080391-1079493)	True	QRNA	11.912	0.173	RNA	922494.0	922494.0	923398.0	923398.0
antisense_454	923796	+	CP022347.1 (434898-435742)	True	QRNA	17.337	0.821	RNA	923798.0	923798.0	924642.0	924642.0
antisense_455	927887	-	CP007778.1 (1113643-1114316)	True	QRNA	15.609	0.615	RNA	927216.0	927216.0	927887.0	927887.0
antisense_456	928669	+	CP059597.1 (494025-493139)	False	QRNA	12.836	-0.162	COD	928674.0	928786.0	929565.0	929512.0
antisense_458	933351	+	OU701459.1 (583994-583329)	True	QRNA	7.848	-0.312	RNA	933358.0	933358.0	934021.0	934021.0
antisense_459	936229	+		OTH Found	CNIT	-0.443	-0.482	RNA	936229.0	936514.0	937112.0	936579.0
antisense_460	937112	+		OTH Found	CNIT	-0.511	0.248	RNA	937112.0	937416.0	938002.0	937457.0
