transcript_id	position	strand	alignedTo	same_classification?	source	score	z_score	winner	GenomeStart	PredictionStart	GenomeEnd	PredictionEnd
antisense_231	485994	+		OTH Found	CNIT	-0.446	-0.487	RNA	485994.0	486279.0	486817.0	486320.0
antisense_232	489698	-		OTH Found	CNIT	-0.408	-0.865	RNA	488836.0	489535.0	489698.0	489603.0
antisense_233	491193	-	CP059682.1 (1545326-1546032)	True	QRNA	13.663	0.348	RNA	490489.0	490489.0	491192.0	491192.0
antisense_234	498933	-	CP059375.1 (4181-5029)	True	QRNA	8.793	-0.23	RNA	498073.0	498073.0	498933.0	498933.0
antisense_235	499682	-		OTH Found	CNIT	-0.705	2.081	RNA	498933.0	499412.0	499682.0	499423.0
antisense_236	503287	+		OTH Found	CNIT	-0.569	0.729	RNA	503287.0	503733.0	504149.0	503750.0
antisense_237	507273	+	MZ667639.1 (12307-13044)	True	QRNA	47.977	4.428	RNA	507273.0	507273.0	508008.0	508008.0
antisense_238	508939	+	CP028910.1 (882813-883704)	True	QRNA	28.173	2.073	RNA	508939.0	508939.0	509800.0	509800.0
antisense_239	519636	-		OTH Found	CNIT	-0.516	0.205	RNA	518774.0	519102.0	519636.0	519149.0
antisense_240	521443	-		OTH Found	CNIT	-0.415	-0.794	RNA	520581.0	520872.0	521443.0	520961.0
antisense_241	521771	-		OTH Found	CNIT	-0.54	0.449	RNA	521443.0	521636.0	521771.0	521656.0
antisense_242	523175	-		OTH Found	CNIT	-0.561	0.657	RNA	522313.0	522615.0	523175.0	522635.0
antisense_243	525666	-		OTH Found	CNIT	-0.452	-0.432	RNA	524804.0	525605.0	525666.0	525643.0
antisense_244	526502	-	CP053825.1 (612541-611751)	True	QRNA	7.26	-0.413	RNA	525673.0	525673.0	526502.0	526502.0
orphan_8	526674	-		OTH Found	CNIT	-0.608	1.119	RNA	526502.0	526502.0	526674.0	526546.0
antisense_245	526959	+		OTH Found	CNIT	-0.501	0.061	RNA	526959.0	527504.0	527552.0	527533.0
antisense_246	527552	+		OTH Found	CNIT	-0.704	2.067	RNA	527552.0	527792.0	527979.0	527800.0
antisense_247	532315	-		OTH Found	CNIT	-0.402	-0.923	RNA	531453.0	531464.0	532315.0	531571.0
antisense_248	534676	-	CP066243.1 (1352423-1351568)	True	QRNA	13.918	0.379	RNA	533815.0	533815.0	534676.0	534676.0
antisense_249	537588	-		OTH Found	CNIT	-0.479	-0.158	RNA	536726.0	537017.0	537588.0	537082.0
antisense_250	537792	-		OTH Found	CNIT	-0.813	3.149	RNA	537588.0	537596.0	537792.0	537604.0
antisense_251	538999	-	CP048771.1 (490007-489143)	True	QRNA	15.036	0.512	RNA	538138.0	538138.0	538999.0	538999.0
antisense_252	542425	-		OTH Found	CNIT	-0.447	-0.478	RNA	541563.0	542161.0	542425.0	542211.0
antisense_253	545342	+	CP063088.1 (16369-16214)	False	QRNA	7.092	-0.591	COD	545343.0	545361.0	545498.0	545465.0
antisense_254	545511	+	CP063091.1 (729216-730095)	True	QRNA	7.383	-0.398	RNA	545514.0	545514.0	546372.0	546372.0
antisense_255	547230	+	CP044262.1 (1153771-1154552)	True	QRNA	9.884	-0.101	RNA	547233.0	547233.0	548018.0	548018.0
antisense_256	550881	-	CP027634.1 (1303562-1304423)	True	QRNA	4.977	-0.684	RNA	550020.0	550020.0	550877.0	550877.0
antisense_257	551996	-	CP020478.1 (392822-393676)	False	QRNA	10.949	-0.332	COD	551136.0	551270.0	551990.0	551965.0
antisense_258	552985	-		OTH Found	CNIT	-0.43	-0.643	RNA	552123.0	552850.0	552985.0	552882.0
antisense_259	553529	+	CP053841.1 (938796-937937)	False	QRNA	6.383	-0.639	COD	553531.0	553584.0	554390.0	554372.0
antisense_260	554713	+		OTH Found	CNIT	-0.422	-0.725	RNA	554713.0	554717.0	555575.0	554812.0
antisense_261	564201	-		OTH Found	CNIT	-0.507	0.121	RNA	563339.0	564107.0	564201.0	564184.0
antisense_262	566427	+		OTH Found	CNIT	-0.451	-0.441	RNA	566427.0	566588.0	567289.0	566641.0
antisense_263	567868	+	CP022347.1 (723011-723533)	False	QRNA	11.673	-0.283	COD	567872.0	567889.0	568394.0	568323.0
antisense_264	568403	+	CP076657.1 (953008-952181)	True	QRNA	8.274	-0.292	RNA	568403.0	568403.0	569264.0	569222.0
antisense_265	570157	-	CP091644.1 (484710-484627)	False	QRNA	-0.465	-1.037	COD	570074.0	570076.0	570157.0	570099.0
antisense_266	570519	-		OTH Found	CNIT	-0.489	-0.064	RNA	570157.0	570342.0	570519.0	570386.0
antisense_267	572362	-	CP017875.1 (1376806-1377665)	True	QRNA	23.387	1.505	RNA	571503.0	571503.0	572362.0	572362.0
antisense_268	574853	-		OTH Found	CNIT	-0.4	-0.939	RNA	573991.0	574160.0	574853.0	574252.0
antisense_269	580615	-	HG326877.1 (1488658-1489513)	True	QRNA	17.662	0.824	RNA	579754.0	579786.0	580615.0	580615.0
antisense_270	581213	-		OTH Found	CNIT	-0.502	0.072	RNA	580615.0	580979.0	581213.0	580999.0
antisense_271	582603	-		OTH Found	CNIT	-0.475	-0.199	RNA	581741.0	581928.0	582603.0	581969.0
antisense_272	585536	-		OTH Found	CNIT	-0.443	-0.515	RNA	584674.0	584982.0	585536.0	585026.0
antisense_273	587728	-	CP007777.1 (750824-751681)	True	QRNA	17.787	0.839	RNA	586868.0	586868.0	587728.0	587728.0
antisense_274	587774	-		OTH Found	CNIT	-0.701	2.04	RNA	587728.0	587756.0	587774.0	587773.0
antisense_275	587885	-	CP053844.1 (1259572-1259676)	False	QRNA	12.333	-0.239	COD	587775.0	587779.0	587879.0	587859.0
antisense_276	590777	-		OTH Found	CNIT	-0.48	-0.147	RNA	589915.0	589975.0	590777.0	590046.0
antisense_277	595346	-	LR134359.1 (536445-535584)	True	QRNA	21.312	1.258	RNA	594485.0	594485.0	595346.0	595346.0
antisense_278	595782	-		OTH Found	CNIT	-0.523	0.28	RNA	595346.0	595744.0	595782.0	595767.0
antisense_279	599041	+		OTH Found	CNIT	-0.594	0.984	RNA	599041.0	599287.0	599307.0	599298.0
antisense_280	599307	+	CP076657.1 (885641-886276)	True	QRNA	13.573	0.338	RNA	599307.0	599307.0	599941.0	599941.0
antisense_281	601577	-	CP011777.1 (801173-800266)	True	QRNA	0.999	-1.157	RNA	600716.0	600716.0	601577.0	601577.0
antisense_282	601910	-		OTH Found	CNIT	-0.489	-0.06	RNA	601577.0	601642.0	601910.0	601692.0
antisense_283	602423	+		OTH Found	CNIT	-0.507	0.121	RNA	602423.0	602632.0	602810.0	602661.0
antisense_284	602810	+	CP031611.1 (872391-871727)	True	QRNA	14.158	0.407	RNA	602811.0	602811.0	603493.0	603493.0
antisense_286	605072	-		OTH Found	CNIT	-0.49	-0.055	RNA	604210.0	604640.0	605072.0	604723.0
antisense_287	605937	-	CP048771.1 (556957-556106)	True	QRNA	18.363	0.907	RNA	605076.0	605076.0	605937.0	605937.0
antisense_288	610294	-		OTH Found	CNIT	-0.466	-0.292	RNA	609641.0	609865.0	610294.0	609975.0
antisense_289	613716	-		OTH Found	CNIT	-0.495	-0.001	RNA	612854.0	612973.0	613716.0	613014.0
antisense_290	613824	-		OTH Found	CNIT	-0.5	0.048	RNA	613716.0	613761.0	613824.0	613805.0
antisense_291	627017	+		OTH Found	CNIT	-0.458	-0.364	RNA	627017.0	627165.0	627201.0	627194.0
antisense_292	627201	+	CP065357.1 (740981-740156)	True	QRNA	12.581	0.22	RNA	627202.0	627202.0	628004.0	628004.0
antisense_293	628005	+	CP076657.1 (572140-571660)	True	QRNA	4.175	-0.779	RNA	628005.0	628005.0	628499.0	628499.0
antisense_294	628500	+		OTH Found	CNIT	-0.444	-0.502	RNA	628500.0	629001.0	629362.0	629063.0
antisense_295	635529	+		OTH Found	CNIT	-0.592	0.962	RNA	635529.0	635589.0	635641.0	635618.0
antisense_297	635641	+	CP085963.1 (1285479-1285516)	False	QRNA	6.943	-0.601	COD	635642.0	635644.0	635679.0	635676.0
antisense_298	635692	+	CP059373.1 (893878-893083)	False	QRNA	1.551	-0.964	COD	635695.0	635695.0	636490.0	636488.0
antisense_299	636491	+		OTH Found	CNIT	-0.517	0.213	RNA	636491.0	636899.0	637124.0	636946.0
antisense_300	637124	+	CP063536.1 (501635-502496)	True	QRNA	10.685	-0.006	RNA	637124.0	637124.0	637985.0	637985.0
antisense_301	639262	-	OU701459.1 (266093-266624)	False	QRNA	17.485	0.107	COD	638729.0	638803.0	639260.0	639214.0
antisense_302	645111	-	CP076657.1 (880006-880866)	True	QRNA	13.778	0.362	RNA	644251.0	644251.0	645111.0	645111.0
antisense_303	648814	+		OTH Found	CNIT	-0.646	1.495	RNA	648814.0	648854.0	649054.0	648889.0
antisense_304	649054	+	LR134534.1 (977129-976750)	True	QRNA	9.936	-0.095	RNA	649061.0	649061.0	649444.0	649444.0
antisense_305	652515	-	CP022347.1 (937697-938479)	True	QRNA	45.612	1.998	COD	651734.0	651809.0	652513.0	652431.0
antisense_306	654287	-		OTH Found	CNIT	-0.564	0.688	RNA	653425.0	653496.0	654287.0	653513.0
antisense_307	658112	-		OTH Found	CNIT	-0.485	-0.104	RNA	657250.0	657944.0	658112.0	658000.0
antisense_308	658576	-		OTH Found	CNIT	-0.477	-0.179	RNA	658112.0	658352.0	658576.0	658387.0
antisense_309	659059	-		OTH Found	CNIT	-0.569	0.729	RNA	658576.0	659034.0	659059.0	659057.0
antisense_310	659794	-		OTH Found	CNIT	-0.492	-0.028	RNA	659059.0	659078.0	659794.0	659110.0
antisense_311	660162	-		OTH Found	CNIT	-0.626	1.298	RNA	659794.0	659942.0	660162.0	659962.0
antisense_312	660337	-		OTH Found	CNIT	-0.514	0.19	RNA	660162.0	660306.0	660337.0	660323.0
antisense_313	663898	-		OTH Found	CNIT	-0.533	0.373	RNA	663036.0	663085.0	663898.0	663117.0
antisense_314	666282	-		OTH Found	CNIT	-0.475	-0.202	RNA	665420.0	666186.0	666282.0	666221.0
antisense_315	668685	+	CP037747.1 (435394-434616)	True	QRNA	23.266	1.49	RNA	668685.0	668753.0	669463.0	669463.0
antisense_316	676896	+		OTH Found	CNIT	0.627	0.503	COD	676896.0	677518.0	677758.0	677718.0
antisense_317	680469	-		OTH Found	CNIT	-0.449	-0.462	RNA	679607.0	679875.0	680469.0	679901.0
antisense_318	684468	-	OU701459.1 (834882-835740)	False	QRNA	3.38	-0.841	COD	683607.0	683624.0	684468.0	684468.0
antisense_319	684697	-	CP041617.1 (767601-767375)	False	QRNA	0.318	-1.046	COD	684470.0	684643.0	684696.0	684690.0
antisense_320	685484	-		OTH Found	CNIT	-0.388	-1.062	RNA	684697.0	685420.0	685484.0	685473.0
antisense_321	692899	+	CP063091.1 (1776240-1776743)	False	QRNA	14.707	-0.079	COD	692903.0	693023.0	693408.0	693370.0
antisense_322	693469	+		OTH Found	CNIT	-0.607	1.108	RNA	693469.0	693802.0	693888.0	693837.0
antisense_323	693888	+		OTH Found	CNIT	-0.476	-0.187	RNA	693888.0	693977.0	694750.0	694087.0
orphan_9	695304	-	CP012212.1 (585627-585096)	True	QRNA	2.423	-0.988	RNA	694747.0	694747.0	695304.0	695304.0
orphan_10	695391	-		No QRNA hit	CNIT	-0.911	4.125	RNA	695304.0	695373.0	695391.0	695381.0
orphan_11	696140	+		OTH Found	CNIT	-0.729	2.317	RNA	696140.0	696150.0	696202.0	696164.0
orphan_12	696202	+		OTH Found	CNIT	-0.656	1.591	RNA	696202.0	696251.0	696289.0	696265.0
antisense_324	696289	+		No QRNA hit	CNIT	-0.577	0.808	RNA	696289.0	696381.0	696468.0	696401.0
antisense_325	696468	+		OTH Found	CNIT	-0.879	3.803	RNA	696468.0	696470.0	696521.0	696484.0
antisense_326	696521	+	CP065357.1 (677428-676591)	True	QRNA	36.735	3.091	RNA	696533.0	696533.0	697370.0	697370.0
antisense_327	700784	+		OTH Found	CNIT	-0.449	-0.453	RNA	700784.0	701031.0	701600.0	701135.0
antisense_328	701849	-		OTH Found	CNIT	-0.556	0.601	RNA	701477.0	701513.0	701849.0	701545.0
antisense_329	705340	-	CP076657.1 (931625-930766)	True	QRNA	6.268	-0.531	RNA	704480.0	704971.0	705339.0	705339.0
antisense_330	705632	-	CP012548.1 (427546-427831)	False	QRNA	3.317	-0.845	COD	705347.0	705364.0	705632.0	705624.0
antisense_331	706110	-		OTH Found	CNIT	-0.517	0.215	RNA	705632.0	705732.0	706110.0	705797.0
antisense_332	709729	-		OTH Found	CNIT	0.627	0.503	COD	708867.0	709266.0	709729.0	709472.0
antisense_333	711643	-	CP059597.1 (422114-421686)	True	QRNA	6.786	-0.469	RNA	711207.0	711207.0	711634.0	711634.0
antisense_334	714053	+		OTH Found	CNIT	-0.504	0.091	RNA	714053.0	714286.0	714409.0	714348.0
antisense_336	716433	-	CP007775.1 (1415611-1416472)	True	QRNA	16.189	0.649	RNA	715572.0	715572.0	716433.0	716433.0
antisense_337	717239	+		OTH Found	CNIT	-0.641	1.449	RNA	717239.0	717252.0	717414.0	717263.0
antisense_338	717414	+		OTH Found	CNIT	-0.527	0.321	RNA	717414.0	717479.0	718126.0	717508.0
antisense_339	718126	+		OTH Found	CNIT	-0.478	-0.167	RNA	718126.0	718265.0	718633.0	718297.0
antisense_340	720085	+		OTH Found	CNIT	-0.531	0.36	RNA	720085.0	720128.0	720191.0	720145.0
antisense_341	720191	+	CP076657.1 (661351-660979)	False	QRNA	27.717	0.795	COD	720193.0	720211.0	720565.0	720516.0
antisense_342	726630	+		OTH Found	CNIT	-0.614	1.178	RNA	726630.0	726666.0	727005.0	726698.0
antisense_343	728235	+	CP059375.1 (1213327-1214182)	True	QRNA	18.682	0.945	RNA	728240.0	728240.0	729096.0	729096.0
antisense_344	731092	-		OTH Found	CNIT	-0.532	0.365	RNA	730230.0	730318.0	731092.0	730380.0
antisense_345	739057	-	CP063083.1 (863552-864408)	False	QRNA	11.976	-0.263	COD	738201.0	738206.0	739057.0	739029.0
antisense_346	740532	-		OTH Found	CNIT	-0.429	-0.655	RNA	739670.0	739743.0	740532.0	739787.0
antisense_347	745236	-		OTH Found	CNIT	-0.46	-0.353	RNA	744374.0	744905.0	745236.0	744940.0
antisense_348	747232	-	CP059597.1 (455565-454701)	True	QRNA	21.395	1.268	RNA	746371.0	746371.0	747232.0	747232.0
antisense_349	749451	-		OTH Found	CNIT	-0.452	-0.424	RNA	748589.0	748620.0	749451.0	748730.0
antisense_350	752522	-	CP022347.1 (254292-255153)	False	QRNA	26.375	0.705	COD	751661.0	751795.0	752522.0	752460.0
antisense_351	755780	+	CP059597.1 (464075-464956)	True	QRNA	25.765	1.787	RNA	755780.0	755780.0	756641.0	756641.0
antisense_352	756790	+	CP020867.1 (932980-932347)	True	QRNA	9.968	-0.091	RNA	756790.0	756790.0	757423.0	757423.0
antisense_353	757424	+		OTH Found	CNIT	-0.523	0.279	RNA	757424.0	757516.0	758286.0	757542.0
antisense_354	760835	-	CP022347.1 (1358051-1358737)	True	QRNA	8.973	-0.209	RNA	760149.0	760149.0	760835.0	760835.0
antisense_355	762546	-		OTH Found	CNIT	-0.497	0.021	RNA	761684.0	761963.0	762546.0	762013.0
antisense_356	765209	-	CP065357.1 (620130-620989)	True	QRNA	13.323	0.308	RNA	764348.0	764348.0	765209.0	765209.0
antisense_357	765623	-	CP022347.1 (1355310-1355717)	False	QRNA	5.007	-0.731	COD	765210.0	765269.0	765617.0	765583.0
antisense_358	768166	-	OU532558.1 (725129-724435)	True	QRNA	37.92	3.232	RNA	767445.0	767445.0	768166.0	768166.0
antisense_359	769306	-	CP022080.1 (810765-811615)	True	QRNA	20.802	1.197	RNA	768445.0	768445.0	769306.0	769306.0
antisense_360	770068	-	AP025992.1 (728880-728185)	True	QRNA	14.412	0.438	RNA	769388.0	769388.0	770068.0	770068.0
antisense_361	771587	-		OTH Found	CNIT	-0.504	0.083	RNA	770725.0	771244.0	771587.0	771276.0
orphan_13	773341	-		OTH Found	CNIT	-0.442	-0.525	RNA	772479.0	772763.0	773341.0	772825.0
orphan_14	773831	-		OTH Found	CNIT	-0.502	0.064	RNA	773341.0	773373.0	773831.0	773414.0
antisense_362	774701	-	LR134497.1 (693916-693049)	True	QRNA	20.474	1.158	RNA	773840.0	773840.0	774701.0	774701.0
orphan_15	774799	+	CP058336.1 (395041-395433)	True	QRNA	13.729	0.356	RNA	774799.0	774799.0	775169.0	775169.0
antisense_363	776251	-		OTH Found	CNIT	-0.33	-1.637	RNA	775389.0	775640.0	776251.0	775909.0
orphan_17	777120	+	CP059597.1 (1327431-1327031)	True	QRNA	20.386	1.148	RNA	777127.0	777127.0	777480.0	777480.0
antisense_364	777410	-	AF074836.1 (703-1)	True	QRNA	27.821	2.032	RNA	776736.0	776736.0	777410.0	777410.0
antisense_365	781582	-	CP023343.1 (691319-690484)	True	QRNA	16.358	0.669	RNA	780861.0	780861.0	781582.0	781582.0
antisense_366	781946	-		OTH Found	CNIT	-0.595	0.994	RNA	781582.0	781819.0	781946.0	781845.0
antisense_367	784723	-		OTH Found	CNIT	-0.373	-1.209	RNA	783861.0	784545.0	784723.0	784679.0
antisense_368	784977	-		OTH Found	CNIT	-0.514	0.187	RNA	784723.0	784814.0	784977.0	784879.0
orphan_19	789659	-	CP017875.1 (1179233-1180098)	True	QRNA	8.95	-0.212	RNA	788800.0	789253.0	789658.0	789658.0
antisense_369	790219	-		OTH Found	CNIT	-0.498	0.028	RNA	789659.0	789787.0	790219.0	789813.0
antisense_370	791291	+		OTH Found	CNIT	-0.436	-0.587	RNA	791291.0	791890.0	792153.0	791952.0
antisense_371	793857	+	HG004426.1 (1073554-1074414)	True	QRNA	12.47	0.207	RNA	793857.0	793857.0	794717.0	794717.0
antisense_372	795371	+		OTH Found	CNIT	-0.451	-0.438	RNA	795371.0	795784.0	796233.0	795855.0
antisense_374	799285	+	CP041617.1 (382522-383374)	True	QRNA	10.577	-0.018	RNA	799288.0	799288.0	800146.0	800146.0
antisense_375	802305	+		OTH Found	CNIT	-0.465	-0.302	RNA	802305.0	802321.0	802600.0	802404.0
antisense_376	802600	+	CP063091.1 (1480069-1479250)	False	QRNA	2.135	-0.924	COD	802600.0	802600.0	803421.0	803076.0
antisense_377	803423	+		OTH Found	CNIT	-0.717	2.204	RNA	803423.0	803462.0	803496.0	803488.0
antisense_378	803496	+		OTH Found	CNIT	-0.52	0.245	RNA	803496.0	803585.0	804062.0	803620.0
antisense_379	804062	+		OTH Found	CNIT	-0.499	0.034	RNA	804062.0	804405.0	804662.0	804464.0
antisense_380	804662	+		OTH Found	CNIT	-0.491	-0.037	RNA	804662.0	805089.0	805524.0	805157.0
antisense_381	807699	-	CP007771.1 (754567-753796)	True	QRNA	17.363	0.788	RNA	806925.0	806925.0	807698.0	807698.0
antisense_382	807825	-		OTH Found	CNIT	-0.621	1.249	RNA	807699.0	807769.0	807825.0	807801.0
antisense_383	808219	-	CP063089.1 (820277-819886)	False	QRNA	21.556	0.381	COD	807826.0	807915.0	808217.0	808211.0
antisense_384	809015	-		OTH Found	CNIT	-0.475	-0.198	RNA	808219.0	808407.0	809015.0	808466.0
antisense_385	814909	-	CP076657.1 (816553-817417)	True	QRNA	7.477	-0.387	RNA	814048.0	814048.0	814909.0	814909.0
antisense_386	816398	-	CP092026.1 (760819-759965)	True	QRNA	31.724	2.496	RNA	815540.0	815540.0	816397.0	816397.0
antisense_387	818689	-		OTH Found	CNIT	-0.51	0.147	RNA	817827.0	818159.0	818689.0	818209.0
antisense_388	822404	-	CP041617.1 (1424543-1423689)	True	QRNA	11.0	0.032	RNA	821544.0	821544.0	822400.0	822400.0
antisense_389	822610	-	CP041617.1 (1424749-1424556)	False	QRNA	0.068	-1.063	COD	822413.0	822428.0	822606.0	822559.0
antisense_390	822807	-		OTH Found	CNIT	-0.67	1.737	RNA	822610.0	822661.0	822807.0	822675.0
antisense_391	823641	-		OTH Found	CNIT	-0.504	0.086	RNA	822807.0	822937.0	823641.0	822960.0
antisense_392	826088	+		OTH Found	CNIT	-0.556	0.608	RNA	826088.0	826326.0	826615.0	826340.0
antisense_393	826615	+	CP076657.1 (665979-666644)	True	QRNA	30.772	2.382	RNA	826615.0	826637.0	827281.0	827281.0
antisense_394	827334	+	OU701461.1 (430012-430464)	False	QRNA	11.108	-0.321	COD	827334.0	827334.0	827785.0	827759.0
antisense_395	827786	+		OTH Found	CNIT	-0.466	-0.287	RNA	827786.0	827860.0	828648.0	827988.0
antisense_396	836770	-		OTH Found	CNIT	-0.518	0.225	RNA	835908.0	836375.0	836770.0	836398.0
antisense_397	837053	-		OTH Found	CNIT	-0.577	0.808	RNA	836770.0	836976.0	837053.0	837005.0
antisense_398	843693	-	CP080547.1 (474044-473273)	False	QRNA	0.655	-1.024	COD	842921.0	843150.0	843693.0	843661.0
antisense_399	846360	+		OTH Found	CNIT	-0.437	-0.579	RNA	846360.0	846509.0	846725.0	846586.0
antisense_400	848407	-		OTH Found	CNIT	-0.456	-0.385	RNA	847545.0	847899.0	848407.0	847997.0
antisense_401	849199	-	CP020867.1 (813551-812762)	True	QRNA	16.644	0.703	RNA	848409.0	848409.0	849198.0	849198.0
antisense_402	850612	-	CP020478.1 (913558-914390)	False	QRNA	34.179	1.229	COD	849783.0	849812.0	850602.0	850602.0
antisense_403	851241	-		OTH Found	CNIT	-0.607	1.113	RNA	850612.0	850655.0	851241.0	850681.0
antisense_404	852801	-	CP059373.1 (703601-704461)	True	QRNA	9.189	-0.183	RNA	851941.0	851941.0	852801.0	852801.0
antisense_405	853044	+	CP022347.1 (466319-467174)	True	QRNA	43.625	1.864	COD	853050.0	853062.0	853905.0	853898.0
antisense_406	856081	+		OTH Found	CNIT	-0.438	-0.567	RNA	856081.0	856207.0	856500.0	856344.0
antisense_407	856500	+	CP020478.1 (905449-904590)	True	QRNA	34.377	1.242	COD	856502.0	856503.0	857361.0	857360.0
antisense_408	859440	+	CP063091.1 (1410063-1410919)	True	QRNA	12.655	0.229	RNA	859440.0	859440.0	860299.0	860066.0
antisense_409	863643	+		OTH Found	CNIT	-0.472	-0.231	RNA	863643.0	863647.0	864505.0	863691.0
antisense_410	864536	+	CP076657.1 (554929-555108)	False	QRNA	0.695	-1.021	COD	864536.0	864579.0	864715.0	864644.0
antisense_411	864743	+		OTH Found	CNIT	-0.586	0.904	RNA	864743.0	864822.0	864878.0	864869.0
antisense_412	864878	+		OTH Found	CNIT	-0.561	0.656	RNA	864878.0	865658.0	865740.0	865684.0
antisense_413	869656	+	CP076657.1 (560061-560604)	True	QRNA	27.308	1.971	RNA	869656.0	869656.0	870200.0	870200.0
antisense_414	870201	+		OTH Found	CNIT	-0.489	-0.058	RNA	870201.0	870298.0	871063.0	870363.0
antisense_415	872506	-		OTH Found	CNIT	-0.517	0.213	RNA	871644.0	871927.0	872506.0	871989.0
antisense_416	873552	+		OTH Found	CNIT	-0.582	0.859	RNA	873552.0	873684.0	873898.0	873710.0
antisense_417	873898	+		OTH Found	CNIT	-0.518	0.231	RNA	873898.0	873904.0	874458.0	873987.0
antisense_418	874458	+	HG326877.1 (1212492-1212140)	False	QRNA	5.17	-0.72	COD	874459.0	874549.0	874811.0	874794.0
antisense_419	874812	+		OTH Found	CNIT	-0.563	0.67	RNA	874812.0	874887.0	875307.0	874910.0
antisense_421	875307	+	CP059597.1 (630840-631697)	True	QRNA	14.624	0.463	RNA	875311.0	875311.0	876168.0	876168.0
antisense_422	884186	-		OTH Found	CNIT	-0.505	0.101	RNA	883818.0	883828.0	884186.0	883857.0
antisense_423	886419	+	CP058336.1 (838405-838341)	False	QRNA	0.039	-1.065	COD	886419.0	886439.0	886483.0	886480.0
antisense_424	886484	+	CP059597.1 (641733-642407)	True	QRNA	27.334	1.974	RNA	886484.0	886484.0	887158.0	887158.0
antisense_425	887160	+	CP053828.1 (882857-882001)	True	QRNA	9.258	-0.175	RNA	887160.0	887160.0	888016.0	888016.0
antisense_426	889661	-		OTH Found	CNIT	-0.463	-0.321	RNA	888799.0	888917.0	889661.0	888952.0
antisense_427	890193	-		OTH Found	CNIT	-0.433	-0.619	RNA	889661.0	889708.0	890193.0	889782.0
orphan_20	893550	-	CP065357.1 (502605-502936)	True	QRNA	23.096	0.484	COD	893207.0	893261.0	893539.0	893476.0
orphan_21	893621	-		OTH Found	CNIT	-0.996	4.971	RNA	893550.0	893601.0	893621.0	893609.0
antisense_428	897607	+	OU701461.1 (788371-787632)	False	QRNA	38.88	1.545	COD	897607.0	897607.0	898349.0	898330.0
antisense_429	900420	+		OTH Found	CNIT	-0.549	0.539	RNA	900420.0	900499.0	900702.0	900534.0
antisense_430	900702	+		OTH Found	CNIT	-0.512	0.163	RNA	900702.0	901240.0	901357.0	901275.0
antisense_431	901357	+	CP076657.1 (808420-809272)	True	QRNA	7.423	-0.393	RNA	901362.0	901362.0	902216.0	902216.0
antisense_432	902430	+	CP063083.1 (611840-612109)	False	QRNA	2.325	-0.912	COD	902433.0	902455.0	902702.0	902700.0
antisense_433	902717	+		OTH Found	CNIT	-0.567	0.71	RNA	902717.0	902742.0	902903.0	902777.0
antisense_434	902903	+		OTH Found	CNIT	-0.456	-0.391	RNA	902903.0	903334.0	903765.0	903405.0
antisense_435	904805	+		OTH Found	CNIT	-0.536	0.401	RNA	904805.0	905601.0	905667.0	905630.0
antisense_436	908966	+		OTH Found	CNIT	-0.447	-0.476	RNA	908966.0	908974.0	909407.0	909027.0
antisense_437	909407	+	CP063079.1 (266384-267065)	True	QRNA	8.152	-0.307	RNA	909408.0	909408.0	910092.0	910092.0
antisense_438	911187	+		OTH Found	CNIT	-0.51	0.149	RNA	911187.0	911228.0	912049.0	911266.0
antisense_439	913394	+	CP059597.1 (542605-542051)	True	QRNA	12.374	0.195	RNA	913402.0	913402.0	913956.0	913956.0
antisense_440	913958	+	CP022347.1 (785968-785857)	False	QRNA	14.85	-0.07	COD	913960.0	913963.0	914071.0	914064.0
antisense_441	914076	+	CP027639.1 (846290-846389)	False	QRNA	0.61	-1.027	COD	914076.0	914077.0	914175.0	914094.0
antisense_442	914176	+	CP059597.1 (541830-540985)	True	QRNA	12.053	0.157	RNA	914176.0	914176.0	915022.0	915022.0
antisense_443	916631	+		OTH Found	CNIT	-0.459	-0.355	RNA	916631.0	916995.0	917493.0	917075.0
antisense_444	919196	-		OTH Found	CNIT	-0.548	0.528	RNA	918866.0	919122.0	919196.0	919145.0
antisense_445	919541	-	CP053831.1 (368482-368142)	False	QRNA	8.17	-0.519	COD	919204.0	919209.0	919541.0	919541.0
antisense_446	921484	+	CP059597.1 (534575-533718)	True	QRNA	16.061	0.634	RNA	921484.0	921484.0	922343.0	922343.0
antisense_447	925821	-	HG326877.1 (1121441-1122151)	True	QRNA	19.778	1.075	RNA	925109.0	925109.0	925820.0	925820.0
antisense_448	926306	-	CP063536.1 (763322-762838)	True	QRNA	14.656	0.467	RNA	925822.0	926013.0	926303.0	926303.0
antisense_449	927581	+		OTH Found	CNIT	0.598	-0.212	COD	927581.0	928130.0	928443.0	928336.0
antisense_450	932948	+	CP012552.1 (1516503-1517053)	False	QRNA	39.548	1.59	COD	932948.0	933017.0	933498.0	933490.0
antisense_451	933499	+		OTH Found	CNIT	-0.487	-0.082	RNA	933499.0	933660.0	933897.0	933734.0
antisense_452	933897	+		OTH Found	CNIT	-0.478	-0.171	RNA	933897.0	934670.0	934759.0	934720.0
antisense_453	934770	+	CP053849.1 (493359-494219)	False	QRNA	13.976	-0.129	COD	934771.0	934825.0	935631.0	935626.0
antisense_454	937472	+	CP076657.1 (613384-612552)	True	QRNA	9.593	-0.135	RNA	937472.0	937472.0	938306.0	938306.0
antisense_455	940877	-		OTH Found	CNIT	-0.52	0.246	RNA	940015.0	940790.0	940877.0	940819.0
